Hour,Load,P_WT,P_PV,P_ST_Charge,P_ST_Discharge,SOC,P_Grid_Buy,P_Grid_Sell
0,35.0,9.87,0.0,0.0,25.13,0.5,0.0,0.0
1,35.0,8.41,0.0,0.0,0.0,0.2271,26.59,0.0
2,35.0,5.0,0.0,0.0,0.0,0.2271,30.0,0.0
3,35.0,5.0,0.0,0.0,0.0,0.2271,30.0,0.0
4,35.0,7.17,0.0,0.0,0.0,0.2271,27.83,0.0
5,35.0,6.64,0.0,0.0,0.0,0.2271,28.36,0.0
6,35.0,5.0,0.0,0.0,0.0,0.2271,30.0,0.0
7,36.95,7.71,7.92,0.0,11.71,0.2271,9.61,0.0
8,38.83,4.46,18.04,0.0,0.0,0.1,16.32,0.0
9,40.56,6.23,26.45,0.0,0.0,0.1,7.88,0.0
10,42.07,0.0,32.84,0.0,0.0,0.1,9.23,0.0
11,43.31,0.0,35.51,0.0,0.0,0.1,7.81,0.0
12,44.24,4.92,37.79,28.47,0.0,0.1,30.0,0.0
13,44.81,0.27,37.68,0.0,0.0,0.3791,6.86,0.0
14,45.0,0.9,32.67,18.56,0.0,0.3791,30.0,0.0
15,44.81,0.0,25.33,0.0,0.0,0.561,19.48,0.0
16,44.24,0.0,19.01,4.77,0.0,0.561,30.0,0.0
17,43.31,6.71,9.58,0.0,0.0,0.6078,27.03,0.0
18,42.07,4.59,0.0,0.0,7.48,0.6078,30.0,0.0
19,40.56,0.0,0.0,0.0,10.56,0.5266,30.0,0.0
20,38.83,10.9,0.0,0.0,0.0,0.412,27.92,0.0
21,36.95,7.65,0.0,0.0,0.0,0.412,29.31,0.0
22,35.0,8.64,0.0,0.0,0.0,0.412,26.36,0.0
23,35.0,5.58,0.0,0.0,0.0,0.412,29.42,0.0
24,35.04,7.59,0.0,2.55,0.0,0.412,30.0,0.0
25,35.04,8.95,0.0,3.91,0.0,0.4369,30.0,0.0
26,35.04,5.04,0.0,0.0,0.0,0.4752,30.0,0.0
27,35.04,8.97,0.0,0.0,0.0,0.4752,26.08,0.0
28,35.04,6.37,0.0,0.0,14.96,0.4752,13.72,0.0
29,35.04,6.52,0.0,1.47,0.0,0.3128,30.0,0.0
30,35.04,5.04,0.0,0.0,0.0,0.3272,30.0,0.0
31,36.99,0.0,8.75,0.0,0.0,0.3272,28.24,0.0
32,38.87,5.46,18.23,0.0,0.0,0.3272,15.18,0.0
33,40.6,2.71,26.16,0.0,0.0,0.3272,11.73,0.0
34,42.11,6.49,32.61,0.0,0.0,0.3272,3.01,0.0
35,43.36,1.79,36.9,0.0,0.0,0.3272,4.67,0.0
36,44.28,4.85,37.87,28.44,0.0,0.3272,30.0,0.0
