Hour,Load,P_WT,P_PV,P_ST_Charge,P_ST_Discharge,SOC,P_Grid_Buy,P_Grid_Sell
0,35.0,22.81,0.0,0.0,12.19,0.5,0.0,0.0
1,35.0,19.41,0.0,0.0,0.0,0.3059,15.59,0.0
2,35.0,22.89,0.0,0.0,0.0,0.3059,12.11,0.0
3,35.0,26.53,0.0,0.0,0.0,0.3059,8.47,0.0
4,35.0,16.57,0.0,0.0,0.0,0.3059,18.43,0.0
5,35.0,15.34,0.0,0.0,0.0,0.3059,19.66,0.0
6,35.0,5.0,0.0,0.0,0.0,0.3059,30.0,0.0
7,36.95,16.07,7.95,0.0,12.93,0.3059,0.0,0.0
8,38.83,10.3,18.1,0.0,0.0,0.1,10.43,0.0
9,40.56,14.38,26.54,30.36,0.0,0.1,30.0,0.0
10,42.07,4.35,32.95,0.0,4.77,0.5362,0.0,0.0
11,43.31,7.7,35.62,0.0,0.0,0.4602,0.0,0.0
12,44.24,11.37,37.9,5.04,0.0,0.4602,0.0,0.0
13,44.81,0.61,37.8,0.0,6.4,0.5326,0.0,0.0
14,45.0,2.07,32.77,0.0,10.16,0.4308,0.0,0.0
15,44.81,8.78,25.41,0.0,10.62,0.2691,0.0,0.0
16,44.24,7.54,19.07,12.38,0.0,0.1,30.0,0.0
17,43.31,9.38,9.61,5.67,0.0,0.2778,30.0,0.0
18,42.07,10.61,0.0,0.0,1.46,0.3593,30.0,0.0
19,40.56,9.37,0.0,0.0,1.19,0.3361,30.0,0.0
20,38.83,25.19,0.0,0.0,13.64,0.3171,0.0,0.0
21,36.95,17.66,0.0,0.0,0.0,0.1,19.29,0.0
22,35.0,19.95,0.0,0.0,0.0,0.1,15.05,0.0
23,35.0,12.89,0.0,0.0,0.0,0.1,22.11,0.0
24,35.04,17.53,0.0,0.0,0.0,0.1,17.52,0.0
25,35.04,20.68,0.0,0.0,0.0,0.1,14.37,0.0
26,35.04,13.77,0.0,0.0,0.0,0.1,21.27,0.0
27,35.04,20.71,0.0,15.67,0.0,0.1,30.0,0.0
28,35.04,14.71,0.0,0.0,0.0,0.3251,20.34,0.0
29,35.04,15.05,0.0,0.0,0.0,0.3251,19.99,0.0
30,35.04,12.16,0.0,0.0,14.14,0.3251,8.74,0.0
31,36.99,0.0,8.78,0.0,0.0,0.1,28.21,0.0
32,38.87,12.61,18.29,0.0,0.0,0.1,7.97,0.0
33,40.6,0.0,26.24,0.0,0.0,0.1,14.36,0.0
34,42.11,15.0,32.72,5.6,0.0,0.1,0.0,0.0
35,43.36,4.12,37.02,0.0,0.0,0.1804,2.21,0.0
36,44.28,11.2,37.99,4.91,0.0,0.1804,0.0,0.0
37,44.85,0.38,35.13,0.0,0.0,0.251,9.35,0.0
38,45.04,4.09,31.03,0.0,0.0,0.251,9.93,0.0
39,44.85,12.63,26.21,0.0,0.0,0.251,6.01,0.0
40,44.28,16.43,17.66,0.0,0.0,0.251,10.2,0.0
41,43.36,14.77,9.82,0.0,0.0,0.251,18.77,0.0
42,42.11,14.63,0.0,0.0,0.0,0.251,27.48,0.0
43,40.6,10.6,0.0,0.0,0.0,0.251,30.0,0.0
44,38.87,8.87,0.0,0.0,0.0,0.251,30.0,0.0
45,36.99,15.15,0.0,0.0,0.0,0.251,21.84,0.0
46,35.04,17.27,0.0,12.23,0.0,0.251,30.0,0.0
47,35.04,5.04,0.0,0.0,0.0,0.4267,30.0,0.0
48,35.09,22.03,0.0,0.0,0.0,0.4267,13.06,0.0
49,35.09,11.17,0.0,0.0,20.52,0.4267,3.4,0.0
50,35.09,21.25,0.0,0.0,0.0,0.1,13.84,0.0
51,35.09,16.85,0.0,0.0,0.0,0.1,18.24,0.0
52,35.09,14.32,0.0,0.0,0.0,0.1,20.77,0.0
53,35.09,19.63,0.0,0.0,0.0,0.1,15.46,0.0
54,35.09,20.44,0.0,0.0,0.0,0.1,14.64,0.0
55,37.04,18.62,9.21,0.0,0.0,0.1,9.2,0.0
56,38.91,8.42,18.36,0.0,0.0,0.1,12.14,0.0
57,40.64,10.06,25.66,0.0,0.0,0.1,4.92,0.0
58,42.16,12.5,31.29,1.64,0.0,0.1,0.0,0.0
59,43.4,15.26,36.42,13.32,0.0,0.1235,5.04,0.0
60,44.32,7.08,37.25,0.0,0.0,0.3149,0.0,0.0
61,44.89,0.0,36.18,21.28,0.0,0.3149,30.0,0.0
62,45.09,5.21,32.11,0.0,0.0,0.6206,7.77,0.0
63,44.89,0.0,25.68,0.0,0.0,0.6206,19.21,0.0
64,44.32,16.8,16.97,19.44,0.0,0.6206,30.0,0.0
65,43.4,20.78,9.93,0.0,0.0,0.9,12.69,0.0
66,42.16,0.0,0.0,0.0,42.16,0.9,0.0,0.0
67,40.64,21.62,0.0,0.0,0.0,0.2289,19.03,0.0
68,38.91,19.58,0.0,10.67,0.0,0.2289,30.0,0.0
69,37.04,15.53,0.0,8.49,0.0,0.3822,30.0,0.0
70,35.09,16.87,0.0,0.0,18.22,0.5042,0.0,0.0
71,35.09,27.91,0.0,0.0,7.17,0.2142,0.0,0.0
72,35.13,14.14,0.0,9.01,0.0,0.1,30.0,0.0
73,35.13,28.05,0.0,22.92,0.0,0.2295,30.0,0.0
74,35.13,6.31,0.0,0.0,28.81,0.5587,0.0,0.0
75,35.13,5.13,0.0,0.0,0.0,0.1,30.0,0.0
76,35.13,18.19,0.0,0.0,0.0,0.1,16.94,0.0
77,35.13,15.01,0.0,0.0,0.0,0.1,20.12,0.0
78,35.13,15.68,0.0,0.0,0.0,0.1,19.45,0.0
79,37.08,3.82,7.95,0.0,0.0,0.1,25.31,0.0
80,38.96,11.56,18.7,0.0,0.0,0.1,8.69,0.0
81,40.68,13.43,25.66,0.0,0.0,0.1,1.59,0.0
82,42.2,18.31,32.38,8.5,0.0,0.1,0.0,0.0
83,43.44,7.68,36.87,1.11,0.0,0.2221,0.0,0.0
84,44.37,0.0,36.47,0.0,0.0,0.238,7.9,0.0
85,44.94,0.0,35.39,0.0,0.0,0.238,9.54,0.0
86,45.13,15.46,33.03,33.36,0.0,0.238,30.0,0.0
87,44.94,13.29,27.77,0.0,0.0,0.7172,3.87,0.0
88,44.37,9.99,18.75,0.0,0.0,0.7172,15.63,0.0
89,43.44,16.5,8.92,0.0,0.0,0.7172,18.02,0.0
90,42.2,15.7,0.0,0.0,0.0,0.7172,26.5,0.0
91,40.68,17.14,0.0,0.0,23.55,0.7172,0.0,0.0
92,38.96,14.19,0.0,5.23,0.0,0.3424,30.0,0.0
93,37.08,17.13,0.0,0.0,19.95,0.4175,0.0,0.0
94,35.13,17.61,0.0,0.0,0.0,0.1,17.52,0.0
95,35.13,12.69,0.0,0.0,0.0,0.1,22.44,0.0
96,35.17,21.78,0.0,0.0,0.0,0.1,13.39,0.0
97,35.17,21.43,0.0,0.0,0.0,0.1,13.74,0.0
98,35.17,19.62,0.0,0.0,0.0,0.1,15.55,0.0
99,35.17,17.6,0.0,0.0,0.0,0.1,17.57,0.0
100,35.17,10.56,0.0,0.0,0.0,0.1,24.61,0.0
101,35.17,14.38,0.0,0.0,0.0,0.1,20.79,0.0
102,35.17,13.47,0.0,0.0,0.0,0.1,21.71,0.0
103,37.12,9.82,9.81,0.0,0.0,0.1,17.49,0.0
104,39.0,11.85,18.72,0.0,0.0,0.1,8.43,0.0
105,40.73,13.67,25.8,0.0,0.0,0.1,1.26,0.0
106,42.24,20.38,31.48,39.62,0.0,0.1,30.0,0.0
107,43.49,10.56,36.39,3.46,0.0,0.6692,0.0,0.0
108,44.41,11.44,36.75,3.78,0.0,0.7189,0.0,0.0
109,44.98,9.93,36.94,1.88,0.0,0.7732,0.0,0.0
110,45.17,1.08,33.21,0.0,0.0,0.8003,10.89,0.0
111,44.98,11.48,26.8,0.0,0.0,0.8003,6.69,0.0
112,44.41,12.97,19.21,0.0,0.0,0.8003,12.23,0.0
113,43.49,26.39,7.53,0.0,0.0,0.8003,9.57,0.0
114,42.24,12.24,0.0,0.0,0.0,0.8003,30.0,0.0
115,40.73,18.05,0.0,0.0,0.0,0.8003,22.68,0.0
116,39.0,17.56,0.0,0.0,0.0,0.8003,21.43,0.0
117,37.12,12.86,0.0,0.0,24.26,0.8003,0.0,0.0
118,35.17,5.17,0.0,0.0,0.0,0.4141,30.0,0.0
119,35.17,5.17,0.0,0.0,0.0,0.4141,30.0,0.0
120,35.21,24.28,0.0,0.0,0.0,0.4141,10.93,0.0
121,35.21,15.48,0.0,0.0,19.73,0.4141,0.0,0.0
122,35.21,5.21,0.0,0.0,0.0,0.1,30.0,0.0
123,35.21,11.67,0.0,0.0,0.0,0.1,23.54,0.0
124,35.21,20.71,0.0,0.0,0.0,0.1,14.5,0.0
125,35.21,27.62,0.0,0.0,0.0,0.1,7.59,0.0
126,35.21,10.17,0.0,0.0,0.0,0.1,25.04,0.0
127,37.17,11.01,8.41,0.0,0.0,0.1,17.74,0.0
128,39.04,13.17,17.17,0.0,0.0,0.1,8.71,0.0
129,40.77,0.0,26.71,0.0,0.0,0.1,14.06,0.0
130,42.29,2.94,31.91,0.0,0.0,0.1,7.44,0.0
131,43.53,10.65,37.72,4.84,0.0,0.1,0.0,0.0
132,44.45,4.74,37.64,0.0,0.0,0.1695,2.08,0.0
133,45.02,12.7,35.43,3.1,0.0,0.1695,0.0,0.0
134,45.21,6.14,31.09,0.0,0.0,0.2141,7.99,0.0
135,45.02,19.47,25.55,0.0,0.0,0.2141,0.0,0.0
136,44.45,0.0,18.4,0.0,0.0,0.2141,26.05,0.0
137,43.53,12.25,9.58,0.0,0.0,0.2141,21.7,0.0
138,42.29,19.32,0.0,0.0,6.67,0.2141,16.3,0.0
139,40.77,10.27,0.0,0.0,0.5,0.108,30.0,0.0
140,39.04,18.89,0.0,0.0,0.0,0.1,20.15,0.0
141,37.17,25.41,0.0,0.0,0.0,0.1,11.75,0.0
142,35.21,11.44,0.0,0.0,0.0,0.1,23.78,0.0
143,35.21,21.03,0.0,0.0,0.0,0.1,14.18,0.0
144,35.26,21.58,0.0,0.0,0.0,0.1,13.68,0.0
145,35.26,5.26,0.0,0.0,0.0,0.1,30.0,0.0
146,35.26,13.31,0.0,0.0,0.0,0.1,21.95,0.0
147,35.26,12.08,0.0,0.0,0.0,0.1,23.18,0.0
148,35.26,20.37,0.0,0.0,0.0,0.1,14.88,0.0
149,35.26,18.01,0.0,0.0,0.0,0.1,17.25,0.0
150,35.26,16.46,0.0,0.0,0.0,0.1,18.8,0.0
151,37.21,15.63,7.72,0.0,0.0,0.1,13.85,0.0
152,39.08,9.2,18.9,0.0,0.0,0.1,10.98,0.0
153,40.81,12.78,27.05,0.0,0.0,0.1,0.99,0.0
154,42.33,12.28,32.18,2.13,0.0,0.1,0.0,0.0
155,43.57,0.0,37.95,7.92,0.0,0.1307,13.55,0.0
156,44.5,19.58,37.49,12.58,0.0,0.2445,0.0,0.0
157,45.07,12.69,35.42,33.04,0.0,0.4252,30.0,0.0
158,45.26,4.75,32.08,0.0,8.42,0.9,0.0,0.0
159,45.07,14.93,26.61,0.0,3.52,0.7659,0.0,0.0
160,44.5,7.71,18.4,0.0,18.38,0.7098,0.0,0.0
161,43.57,17.87,7.77,12.07,0.0,0.4171,30.0,0.0
162,42.33,21.07,0.0,0.0,0.0,0.5905,21.26,0.0
163,40.81,12.34,0.0,0.0,0.0,0.5905,28.47,0.0
164,39.08,22.61,0.0,0.0,0.0,0.5905,16.47,0.0
165,37.21,20.87,0.0,0.0,0.0,0.5905,16.34,0.0
166,35.26,23.75,0.0,18.49,0.0,0.5905,30.0,0.0
167,35.26,25.64,0.0,0.0,9.62,0.8562,0.0,0.0
168,35.3,19.01,0.0,13.71,0.0,0.7031,30.0,0.0
169,35.3,16.26,0.0,0.0,19.04,0.9,0.0,0.0
170,35.3,15.06,0.0,9.76,0.0,0.5968,30.0,0.0
171,35.3,13.26,0.0,0.0,22.04,0.7371,0.0,0.0
172,35.3,17.32,0.0,0.0,17.98,0.3862,0.0,0.0
173,35.3,18.22,0.0,0.0,0.0,0.1,17.08,0.0
174,35.3,16.58,0.0,0.0,0.0,0.1,18.72,0.0
175,37.25,18.06,9.86,0.0,0.0,0.1,9.33,0.0
176,39.13,12.71,19.6,0.0,0.0,0.1,6.82,0.0
177,40.86,13.22,27.64,0.0,0.0,0.1,0.0,0.0
178,42.37,0.0,33.1,0.0,0.0,0.1,9.27,0.0
179,43.62,14.14,36.99,7.52,0.0,0.1,0.0,0.0
180,44.54,13.28,37.9,36.64,0.0,0.208,30.0,0.0
181,45.11,5.93,37.98,0.0,0.0,0.7344,1.2,0.0
182,45.3,5.36,33.75,0.0,0.0,0.7344,6.2,0.0
183,45.11,14.04,25.45,0.0,0.0,0.7344,5.62,0.0
184,44.54,11.51,18.34,0.0,0.0,0.7344,14.69,0.0
