"PVWatts Hourly PV Performance Data"
"Requested Location","yinchuan"
"Solar Resource Data Location","NSRDB Lat/Lng: 38.45, 106.26"
"Latitude (degrees)", 38.45
"Longitude (degrees)", 106.26
"Elevation (m)","1114"
"DC System Size (kW)","1"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"2","23","13","967","103","6.6","6.3","0.2","970.783","19.242","845.08","811.172"
"2","23","14","946","100","6.8","6.2","0.2","897.467","18.625","786.447","754.616"
"2","23","15","880","100","6.5","5.8","0.2","746.332","16.802","663.858","636.371"
"2","23","16","760","91","4.7","4.2","0.2","523.782","13.573","475.763","454.942"
"2","23","17","522","69","1.2","2.4","0.2","257.551","6.937","222.575","210.725"
"2","23","18","26","14","-1","1.8","0.2","17.848","-0.587","11.248","6.886"
"2","23","19","0","0","-1.2","1.7","0.2","0","-1.2","0","0"
"2","23","20","0","0","-1.4","1.7","0.2","0","-1.4","0","0"
"2","23","21","0","0","-1.6","1.7","0.2","0","-1.6","0","0"
"2","23","22","0","0","-2","1.7","0.2","0","-2","0","0"
"2","23","23","0","0","-2.4","1.8","0.2","0","-2.4","0","0"
"2","24","0","0","0","-2.5","1.7","0.2","0","-2.5","0","0"
"2","24","1","0","0","-2.3","1.5","0.2","0","-2.3","0","0"
"2","24","2","0","0","-2.1","1.3","0.2","0","-2.1","0","0"
"2","24","3","0","0","-1.7","1.2","0.2","0","-1.7","0","0"
"2","24","4","0","0","-1.2","1.1","0.2","0","-1.2","0","0"
"2","24","5","0","0","-1","1.3","0.2","0","-1","0","0"
"2","24","6","0","0","-0.8","1.8","0.2","0","-0.8","0","0"
"2","24","7","0","0","-0.7","2.1","0.2","0","0","0","0"
"2","24","8","0","34","1.6","4","0.2","31.607","2.147","26.733","21.823"
"2","24","9","0","88","4","5.4","0.2","83.005","5.198","72.731","66.19"
"2","24","10","281","216","6.1","6.7","0.2","424.252","11.398","380.58","363.131"
"2","24","11","759","162","7","7.7","0.2","801.067","16.063","708.356","679.292"
"2","24","12","800","170","6.9","8.5","0.2","902.947","16.391","793.222","761.152"
"2","24","13","794","176","6.4","8.9","0.2","911.766","15.658","802.414","770.017"
"2","24","14","736","184","5.8","9","0.2","826.5","14.128","734.045","704.071"
"2","24","15","641","184","4.8","9","0.2","667.232","11.534","602.357","577.05"
"2","24","16","490","160","3.2","8.2","0.2","447.661","8.054","411.814","393.258"
"2","24","17","239","106","0.9","6.6","0.2","197.612","3.377","174.976","164.812"
"2","24","18","0","6","-1.1","5.4","0.2","5.561","-1.025","3.622","0"
"2","24","19","0","0","-2.1","4.8","0.2","0","-2.1","0","0"
"2","24","20","0","0","-2.8","4.2","0.2","0","-2.8","0","0"
"2","24","21","0","0","-3.5","3.6","0.2","0","-3.5","0","0"
"2","24","22","0","0","-4","3","0.2","0","-4","0","0"
"2","24","23","0","0","-4.7","2.5","0.2","0","-4.7","0","0"
"2","25","0","0","0","-5.3","2.1","0.2","0","-5.3","0","0"
"2","25","1","0","0","-5.7","1.7","0.2","0","-5.7","0","0"
"2","25","2","0","0","-6.1","1.6","0.2","0","-6.1","0","0"
"2","25","3","0","0","-6.3","1.5","0.2","0","-6.3","0","0"
"2","25","4","0","0","-6.5","1.4","0.2","0","-6.5","0","0"
"2","25","5","0","0","-6.6","1.2","0.2","0","-6.6","0","0"
"2","25","6","0","0","-6.6","1","0.2","0","-6.6","0","0"
"2","25","7","0","0","-6.5","1","0.2","0","0","0","0"
"2","25","8","366","67","-2.9","1.6","0.2","178.874","1.738","150.382","141.09"
"2","25","9","652","105","-0.5","2.2","0.2","444.849","9.957","407.109","388.72"
"2","25","10","797","122","1.2","2.7","0.2","683.129","15.814","610.49","584.894"
"2","25","11","886","120","2.4","3.4","0.2","856.377","18.666","750.801","720.233"
"2","25","12","927","120","3.3","4","0.2","957.732","19.901","831.243","797.826"
"2","25","13","935","118","3.7","4.5","0.2","971.134","19.4","843.837","809.973"
"2","25","14","912","116","3.7","5","0.2","897.6","17.309","789.253","757.324"
"2","25","15","852","112","3.2","5.3","0.2","743.212","14.078","666.805","639.214"
"2","25","16","739","100","1.8","4.8","0.2","524.89","10","482.381","461.325"
"2","25","17","514","74","-1","3.4","0.2","261.469","3.911","229.392","217.301"
"2","25","18","37","17","-3.4","2.5","0.2","22.554","-2.947","14.344","9.872"
"2","25","19","0","0","-4","2.4","0.2","0","-4","0","0"
"2","25","20","0","0","-4.5","2.2","0.2","0","-4.5","0","0"
"2","25","21","0","0","-5","2.1","0.2","0","-5","0","0"
"2","25","22","0","0","-5.6","1.9","0.2","0","-5.6","0","0"
"2","25","23","0","0","-6.2","1.8","0.2","0","-6.2","0","0"
"2","26","0","0","0","-6.7","1.6","0.2","0","-6.7","0","0"
"2","26","1","0","0","-7.1","1.5","0.2","0","-7.1","0","0"
"2","26","2","0","0","-7.6","1.5","0.2","0","-7.6","0","0"
"2","26","3","0","0","-8.1","1.8","0.2","0","-8.1","0","0"
"2","26","4","0","0","-8.7","2.1","0.2","0","-8.7","0","0"
"2","26","5","0","0","-9.4","2.5","0.2","0","-9.4","0","0"
"2","26","6","0","0","-9.8","2.8","0.2","0","-9.8","0","0"
"2","26","7","0","0","-9.9","3","0.2","0","0","0","0"
"2","26","8","416","65","-7","4.4","0.2","191.681","-3.927","164.518","154.725"
"2","26","9","664","103","-4.5","4.7","0.2","450.791","2.631","423.617","404.643"
"2","26","10","772","127","-2.3","4.8","0.2","673.967","8.205","618.346","592.472"
"2","26","11","811","150","-0.5","5","0.2","834.78","12.155","748.112","717.64"
"2","26","12","815","165","0.9","5.2","0.2","915.402","14.421","809.301","776.661"
"2","26","13","583","234","1.9","5.1","0.2","786.877","13.655","696.21","667.577"
"2","26","14","588","208","2.5","5.1","0.2","728.93","13.4","648.136","621.206"
"2","26","15","398","218","2.6","5","0.2","523.338","10.533","471.618","450.943"
"2","26","16","0","13","2","4.4","0.2","12.07","2.198","9.869","5.556"
"2","26","17","0","52","0.3","3.5","0.2","48.524","1.207","42.371","36.906"
"2","26","18","0","8","-1","3.5","0.2","7.418","-0.87","4.889","0.752"
"2","26","19","0","0","-1.2","3.8","0.2","0","-1.2","0","0"
"2","26","20","0","0","-1.5","3.5","0.2","0","-1.5","0","0"
"2","26","21","0","0","-1.8","3.1","0.2","0","-1.8","0","0"
"2","26","22","0","0","-2.1","3.1","0.2","0","-2.1","0","0"
"2","26","23","0","0","-2.3","3.1","0.2","0","-2.3","0","0"
"2","27","0","0","0","-2.5","3.1","0.2","0","-2.5","0","0"
"2","27","1","0","0","-2.8","3","0.2","0","-2.8","0","0"
"2","27","2","0","0","-3","2.6","0.2","0","-3","0","0"
"2","27","3","0","0","-2.9","2.4","0.2","0","-2.9","0","0"
"2","27","4","0","0","-2.9","2","0.2","0","-2.9","0","0"
"2","27","5","0","0","-2.9","1.2","0.2","0","-2.9","0","0"
"2","27","6","0","0","-2.9","0.5","0.2","0","-2.9","0","0"
"2","27","7","0","0","-3","0.1","0.2","0","0","0","0"
"2","27","8","0","8","-1.7","1.6","0.2","7.416","-1.504","6.022","1.845"
"2","27","9","0","99","-0.7","3","0.2","93.747","1.199","83.704","76.775"
"2","27","10","2","149","0.2","4.1","0.2","143.405","2.643","127.632","119.146"
"2","27","11","9","191","1.2","4.6","0.2","190.396","4.222","168.567","158.63"
"2","27","12","2","141","2.1","4.7","0.2","134.861","4.21","117.55","109.421"
"2","27","13","18","240","2.5","4.6","0.2","248.117","6.434","218.551","206.843"
"2","27","14","247","305","2.4","4.2","0.2","530.338","11.31","471.01","450.357"
"2","27","15","188","253","1.8","3.9","0.2","402.55","8.871","361.589","344.813"
"2","27","16","352","155","0.9","3.2","0.2","362.33","8.022","331.427","315.719"
"2","27","17","244","111","-0.5","2.1","0.2","205.007","4.367","181.561","171.164"
"2","27","18","3","11","-1.4","1.5","0.2","10.639","-1.131","7.023","2.811"
"2","27","19","0","0","-1.6","1.5","0.2","0","-1.6","0","0"
"2","27","20","0","0","-1.8","1.3","0.2","0","-1.8","0","0"
"2","27","21","0","0","-2.4","1.2","0.2","0","-2.4","0","0"
"2","27","22","0","0","-3","1.5","0.2","0","-3","0","0"
"2","27","23","0","0","-3.1","2.1","0.2","0","-3.1","0","0"
"2","28","0","0","0","-3.1","2.5","0.2","0","-3.1","0","0"
"2","28","1","0","0","-3.2","2.7","0.2","0","-3.2","0","0"
"2","28","2","0","0","-3.4","2.8","0.2","0","-3.4","0","0"
"2","28","3","0","0","-3.6","2.8","0.2","0","-3.6","0","0"
"2","28","4","0","0","-4.2","2.5","0.2","0","-4.2","0","0"
"2","28","5","0","0","-4.9","2.4","0.2","0","-4.9","0","0"
"2","28","6","0","0","-5.5","2.6","0.2","0","-5.5","0","0"
"2","28","7","0","0","-5.6","2.8","0.2","0","0","0","0"
"2","28","8","394","55","-2.6","5.9","0.2","178.257","-0.225","151.246","141.923"
"2","28","9","557","101","-0.8","7.7","0.2","398.987","3.732","372.933","355.755"
"2","28","10","883","101","0.4","8.3","0.2","723.917","8.172","664.533","637.023"
"2","28","11","952","113","1.2","8.4","0.2","910.58","10.869","819.533","786.53"
"2","28","12","952","130","1.8","8.2","0.2","998.89","12.584","888.18","833.333"
"2","28","13","920","146","2.1","7.8","0.2","995.625","13.246","882.453","833.333"
"2","28","14","868","155","2.1","7.4","0.2","913.781","12.732","814.646","781.816"
"2","28","15","796","148","1.8","6.9","0.2","749.965","10.986","678.576","650.567"
"2","28","16","681","128","0.8","5.6","0.2","525.492","8.236","484.8","463.658"
"2","28","17","459","92","-1.8","3.4","0.2","262.535","3.141","232.702","220.493"
"2","28","18","33","20","-4","1.9","0.2","24.958","-3.433","16.266","11.726"
"2","28","19","0","0","-4.6","1.5","0.2","0","-4.6","0","0"
"2","28","20","0","0","-4.7","1.4","0.2","0","-4.7","0","0"
"2","28","21","0","0","-4.9","1.4","0.2","0","-4.9","0","0"
"2","28","22","0","0","-5.2","1.5","0.2","0","-5.2","0","0"
"2","28","23","0","0","-5.6","1.5","0.2","0","-5.6","0","0"
"3","1","0","0","0","-6","1.5","0.2","0","-6","0","0"
"3","1","1","0","0","-6.3","1.5","0.2","0","-6.3","0","0"
"3","1","2","0","0","-6.5","1.5","0.2","0","-6.5","0","0"
"3","1","3","0","0","-6.6","1.4","0.2","0","-6.6","0","0"
"3","1","4","0","0","-6.7","1.3","0.2","0","-6.7","0","0"
"3","1","5","0","0","-6.9","1.4","0.2","0","-6.9","0","0"
"3","1","6","0","0","-7","1.5","0.2","0","-7","0","0"
"3","1","7","0","0","-7","1.6","0.2","0","0","0","0"
"3","1","8","486","65","-2.7","2.7","0.2","215.608","1.804","182.758","172.319"
"3","1","9","735","94","0.6","3.5","0.2","483.527","9.678","444.462","424.749"
"3","1","10","847","113","3.2","4.2","0.2","714.537","15.272","639.131","612.52"
"3","1","11","917","119","5","5","0.2","891.394","18.515","780.519","748.898"
"3","1","12","938","126","6.1","5.6","0.2","984.895","19.968","852.954","818.767"
"3","1","13","933","131","6.8","6.1","0.2","993.787","20.017","859.849","825.417"
"3","1","14","912","127","6.9","6.4","0.2","918.596","18.735","802.043","769.66"
"3","1","15","839","126","6.5","6.4","0.2","759.398","16.301","674.563","646.697"
"3","1","16","685","119","4.8","5.1","0.2","520.01","12.616","472.322","451.622"
"3","1","17","403","96","1.3","3.2","0.2","247.736","6.119","217.61","205.936"
"3","1","18","11","18","-1.2","2.4","0.2","18.629","-0.809","12.491","8.085"
"3","1","19","0","0","-1.6","2.5","0.2","0","-1.6","0","0"
"3","1","20","0","0","-1.6","2.5","0.2","0","-1.6","0","0"
"3","1","21","0","0","-1.5","2.4","0.2","0","-1.5","0","0"
"3","1","22","0","0","-1.5","2.2","0.2","0","-1.5","0","0"
"3","1","23","0","0","-1.6","2","0.2","0","-1.6","0","0"
"3","2","0","0","0","-1.9","1.8","0.2","0","-1.9","0","0"
"3","2","1","0","0","-2.5","1.7","0.2","0","-2.5","0","0"
"3","2","2","0","0","-3.2","1.5","0.2","0","-3.2","0","0"
"3","2","3","0","0","-3.7","1.5","0.2","0","-3.7","0","0"
"3","2","4","0","0","-3.9","1.5","0.2","0","-3.9","0","0"
"3","2","5","0","0","-4","1.5","0.2","0","-4","0","0"
"3","2","6","0","0","-3.9","1.5","0.2","0","-3.9","0","0"
"3","2","7","0","0","-3.8","1.5","0.2","0","0","0","0"
"3","2","8","230","91","0.3","2.9","0.2","166.128","3.681","143.078","134.045"
"3","2","9","486","149","3.1","4.7","0.2","413.587","9.639","377.992","360.635"
"3","2","10","218","240","5.1","6.8","0.2","402.345","10.067","360.768","344.021"
"3","2","11","96","299","5.4","8.4","0.2","384.989","9.468","341.201","325.148"
"3","2","12","18","245","5.1","9.3","0.2","252.866","7.57","221.794","209.971"
"3","2","13","13","223","4.5","9.9","0.2","226.084","6.605","198.267","187.278"
"3","2","14","14","216","3.9","10.4","0.2","219.597","5.869","193.593","182.77"
"3","2","15","328","241","2.9","10.7","0.2","499.97","7.308","454.078","434.024"
"3","2","16","377","201","1.3","10.6","0.2","427.429","5.108","395.183","377.217"
"3","2","17","158","130","-0.5","9.7","0.2","192.827","1.33","173.907","163.781"
"3","2","18","0","7","-1.9","8.4","0.2","6.488","-1.835","4.329","0.212"
"3","2","19","0","0","-2.9","7.3","0.2","0","-2.9","0","0"
"3","2","20","0","0","-3.7","6.2","0.2","0","-3.7","0","0"
"3","2","21","0","0","-4.5","4.8","0.2","0","-4.5","0","0"
"3","2","22","0","0","-5.3","3.4","0.2","0","-5.3","0","0"
"3","2","23","0","0","-5.9","2.7","0.2","0","-5.9","0","0"
"3","3","0","0","0","-6.4","2.6","0.2","0","-6.4","0","0"
"3","3","1","0","0","-6.9","2.6","0.2","0","-6.9","0","0"
"3","3","2","0","0","-7.5","2.6","0.2","0","-7.5","0","0"
"3","3","3","0","0","-8.1","2.4","0.2","0","-8.1","0","0"
"3","3","4","0","0","-8.8","2.2","0.2","0","-8.8","0","0"
"3","3","5","0","0","-9.4","2.2","0.2","0","-9.4","0","0"
"3","3","6","0","0","-9.7","2.4","0.2","0","-9.7","0","0"
"3","3","7","0","0","-9.7","2.5","0.2","0","0","0","0"
"3","3","8","662","53","-6.8","4","0.2","258.899","-2.41","222.778","210.921"
"3","3","9","870","73","-4.8","4","0.2","533.46","4.5","500.915","479.202"
"3","3","10","964","85","-3.2","3.9","0.2","766.901","10.328","698.268","669.562"
"3","3","11","1004","95","-1.8","3.9","0.2","936.672","14.686","831.111","797.697"
"3","3","12","1024","100","-0.7","3.7","0.2","1031.977","17.99","899.57","833.333"
"3","3","13","1024","101","0.1","3.5","0.2","1041.165","19.54","901.932","833.333"
"3","3","14","1013","95","0.5","3.4","0.2","967.523","18.866","844.135","810.261"
"3","3","15","949","89","0.4","3.3","0.2","795.899","15.778","708.837","679.756"
"3","3","16","864","79","-0.2","3.1","0.2","578.952","11.389","529.623","506.892"
"3","3","17","678","62","-2.4","2.4","0.2","311.88","4.559","274.667","260.971"
"3","3","18","192","23","-4.5","1.9","0.2","54.826","-3.295","33.869","28.705"
"3","3","19","0","0","-5.2","2.1","0.2","0","-5.2","0","0"
"3","3","20","0","0","-5.5","2.3","0.2","0","-5.5","0","0"
"3","3","21","0","0","-5.8","2.3","0.2","0","-5.8","0","0"
"3","3","22","0","0","-6","2.3","0.2","0","-6","0","0"
"3","3","23","0","0","-6.4","2.3","0.2","0","-6.4","0","0"
"3","4","0","0","0","-6.8","2.3","0.2","0","-6.8","0","0"
"3","4","1","0","0","-7.1","2.4","0.2","0","-7.1","0","0"
"3","4","2","0","0","-7.3","2.5","0.2","0","-7.3","0","0"
"3","4","3","0","0","-7.6","2.5","0.2","0","-7.6","0","0"
"3","4","4","0","0","-7.8","2.5","0.2","0","-7.8","0","0"
"3","4","5","0","0","-7.7","2.5","0.2","0","-7.7","0","0"
"3","4","6","0","0","-7.5","2.5","0.2","0","-7.5","0","0"
"3","4","7","0","0","-7.4","2.6","0.2","0","0","0","0"
"3","4","8","24","75","-4.6","3.4","0.2","81.543","-3.056","72.951","66.402"
"3","4","9","38","152","-2.2","3.3","0.2","171.527","1.109","156.403","146.898"
"3","4","10","122","247","-0.2","3","0.2","343.846","6.752","309.821","294.88"
"3","4","11","554","220","1.3","2.7","0.2","707.544","16.376","621.719","595.726"
"3","4","12","496","270","2.4","2.3","0.2","751.05","19.598","648.544","621.6"
"3","4","13","216","352","3","2.1","0.2","569.35","16.528","493.486","472.036"
"3","4","14","16","226","3","1.9","0.2","231.242","8.714","201.907","190.789"
"3","4","15","214","263","2.4","1.5","0.2","432.695","14.105","381.397","363.919"
"3","4","16","0","63","1.1","1","0.2","58.636","2.888","50.884","45.118"
"3","4","17","0","41","-0.2","0.7","0.2","38.114","1.061","33.036","27.902"
"3","4","18","0","10","-1.1","0.8","0.2","9.275","-0.815","6.497","2.303"
"3","4","19","0","0","-1.5","1","0.2","0","-1.5","0","0"
"3","4","20","0","0","-1.7","1.3","0.2","0","-1.7","0","0"
"3","4","21","0","0","-2","1.6","0.2","0","-2","0","0"
"3","4","22","0","0","-2.3","1.8","0.2","0","-2.3","0","0"
"3","4","23","0","0","-2.7","1.8","0.2","0","-2.7","0","0"
"3","5","0","0","0","-3","1.8","0.2","0","-3","0","0"
"3","5","1","0","0","-3.5","1.6","0.2","0","-3.5","0","0"
"3","5","2","0","0","-3.9","1.3","0.2","0","-3.9","0","0"
"3","5","3","0","0","-4.3","1.2","0.2","0","-4.3","0","0"
"3","5","4","0","0","-4.7","1.1","0.2","0","-4.7","0","0"
"3","5","5","0","0","-5","1.2","0.2","0","-5","0","0"
"3","5","6","0","0","-5","1.5","0.2","0","-5","0","0"
"3","5","7","10","7","-4.9","1.7","0.2","7.832","-4.714","4.917","0.779"
"3","5","8","428","76","-1.7","2.5","0.2","214.405","2.967","184.122","173.634"
"3","5","9","675","108","0.5","2.7","0.2","475.905","10.701","435.649","416.249"
"3","5","10","801","125","2.3","2.8","0.2","708.538","17.181","628.023","601.806"
"3","5","11","868","134","3.8","3","0.2","877.772","21.579","758.729","727.88"
"3","5","12","902","136","4.9","3.2","0.2","973.956","23.965","830.053","796.677"
"3","5","13","911","135","5.7","3.4","0.2","987.911","24.427","840.002","806.274"
"3","5","14","909","129","6","3.5","0.2","926.76","23.309","794.629","762.509"
"3","5","15","824","99","5.8","3.4","0.2","723.353","19.55","634.898","608.437"
"3","5","16","776","103","4.4","2.7","0.2","559.446","16.387","501.535","479.8"
"3","5","17","585","77","1.5","1.7","0.2","295.926","9.109","257.401","244.317"
"3","5","18","134","27","-0.4","1.4","0.2","49.882","0.863","32.707","27.584"
"3","5","19","0","0","-0.6","1.3","0.2","0","-0.6","0","0"
"3","5","20","0","0","-0.7","1.3","0.2","0","-0.7","0","0"
"3","5","21","0","0","-1","1.4","0.2","0","-1","0","0"
"3","5","22","0","0","-1.6","1.5","0.2","0","-1.6","0","0"
"3","5","23","0","0","-2.4","1.6","0.2","0","-2.4","0","0"
"3","6","0","0","0","-3.1","1.7","0.2","0","-3.1","0","0"
"3","6","1","0","0","-3.6","1.8","0.2","0","-3.6","0","0"
"3","6","2","0","0","-3.9","1.9","0.2","0","-3.9","0","0"
"3","6","3","0","0","-4.1","2","0.2","0","-4.1","0","0"
"3","6","4","0","0","-4.4","1.9","0.2","0","-4.4","0","0"
"3","6","5","0","0","-4.6","1.9","0.2","0","-4.6","0","0"
"3","6","6","0","0","-4.6","1.9","0.2","0","-4.6","0","0"
"3","6","7","14","11","-4.3","2","0.2","12.151","-4.028","7.801","3.561"
"3","6","8","381","67","0.9","3.7","0.2","191.846","4.324","163.81","154.042"
"3","6","9","683","113","4.6","4.7","0.2","487.256","12.31","443.359","423.686"
"3","6","10","791","136","7.6","5.6","0.2","715.667","17.701","632.633","606.252"
"3","6","11","850","145","9.1","6.2","0.2","880.993","20.695","763.339","732.328"
"3","6","12","859","160","10","6.5","0.2","962.826","22.256","825.073","791.874"
"3","6","13","840","170","10.4","6.7","0.2","967.967","22.463","828.112","794.805"
"3","6","14","560","234","10.4","6.5","0.2","743.02","19.854","643.254","616.498"
"3","6","15","720","164","9.9","5.9","0.2","720.193","19.711","629.899","603.616"
"3","6","16","585","149","7.9","4.1","0.2","497.595","16.434","444.035","424.337"
"3","6","17","362","109","4","2.2","0.2","248.508","9.784","216.774","205.129"
"3","6","18","28","26","1.7","1.7","0.2","30.353","2.446","21.532","16.806"
"3","6","19","0","0","2","1.5","0.2","0","2","0","0"
"3","6","20","0","0","2.4","1.3","0.2","0","2.4","0","0"
"3","6","21","0","0","2.5","1.1","0.2","0","2.5","0","0"
"3","6","22","0","0","2.3","1.1","0.2","0","2.3","0","0"
"3","6","23","0","0","1.8","1.2","0.2","0","1.8","0","0"
"3","7","0","0","0","1.3","1.2","0.2","0","1.3","0","0"
"3","7","1","0","0","1.1","1.3","0.2","0","1.1","0","0"
"3","7","2","0","0","0.7","1.4","0.2","0","0.7","0","0"
"3","7","3","0","0","0.6","1.3","0.2","0","0.6","0","0"
"3","7","4","0","0","0.8","1.1","0.2","0","0.8","0","0"
"3","7","5","0","0","1.1","0.7","0.2","0","1.1","0","0"
"3","7","6","0","0","0.9","0.7","0.2","0","0.9","0","0"
"3","7","7","0","9","0.6","0.9","0.2","8.349","0.846","5.487","1.329"
"3","7","8","398","84","4.1","2.1","0.2","215.772","9.181","182.645","172.209"
"3","7","9","639","121","7.2","3","0.2","474.271","16.849","423.907","404.923"
"3","7","10","757","144","9.6","3.6","0.2","702.488","22.544","609.576","584.012"
"3","7","11","817","158","11","4.1","0.2","869.975","25.861","739.038","708.888"
"3","7","12","846","166","11.8","4.5","0.2","965.043","27.383","810.849","778.153"
"3","7","13","847","167","12.2","4.8","0.2","973.133","27.303","817.466","784.536"
"3","7","14","809","166","12.2","5","0.2","888.979","25.66","754.532","723.832"
"3","7","15","742","159","11.7","5","0.2","732.603","22.811","633.429","607.021"
"3","7","16","234","187","10.1","4.1","0.2","332.809","15.796","293.521","279.156"
"3","7","17","347","89","6.6","2.6","0.2","223.075","11.416","192.624","181.835"
"3","7","18","31","28","3.5","2","0.2","32.96","4.266","23.733","18.929"
"3","7","19","0","0","2.5","2","0.2","0","2.5","0","0"
"3","7","20","0","0","2.2","1.9","0.2","0","2.2","0","0"
"3","7","21","0","0","1.9","1.8","0.2","0","1.9","0","0"
"3","7","22","0","0","1.7","1.7","0.2","0","1.7","0","0"
"3","7","23","0","0","1.5","1.5","0.2","0","1.5","0","0"
"3","8","0","0","0","1.7","1.3","0.2","0","1.7","0","0"
"3","8","1","0","0","2.2","1","0.2","0","2.2","0","0"
"3","8","2","0","0","2.3","0.6","0.2","0","2.3","0","0"
"3","8","3","0","0","1.5","0.7","0.2","0","1.5","0","0"
"3","8","4","0","0","0.7","0.9","0.2","0","0.7","0","0"
"3","8","5","0","0","0.3","0.9","0.2","0","0.3","0","0"
"3","8","6","0","0","0.1","0.7","0.2","0","0.1","0","0"
"3","8","7","0","4","0.1","0.6","0.2","3.705","0.218","2.355","0"
"3","8","8","23","83","2.6","1","0.2","89.051","5.315","77.705","70.988"
"3","8","9","96","174","4.6","1.4","0.2","225.116","10.845","199.83","188.786"
"3","8","10","11","186","6.3","1.5","0.2","186.003","11.321","161.051","151.381"
"3","8","11","646","230","7.9","1.8","0.2","801.307","28.211","673.102","645.288"
"3","8","12","686","237","9.1","2.4","0.2","895.905","29.239","746.244","715.838"
"3","8","13","686","239","9.7","2.7","0.2","902.881","28.914","752.624","721.992"
"3","8","14","636","244","9.7","3.2","0.2","820.938","25.758","694.862","666.277"
"3","8","15","0","84","8.8","4","0.2","78.288","10.151","65.848","59.551"
"3","8","16","192","193","6.7","5","0.2","309.175","11.39","276.283","262.529"
"3","8","17","169","104","3.4","5.7","0.2","167.28","5.722","147.708","138.511"
"3","8","18","26","28","-0.1","5.7","0.2","30.791","0.31","22.622","17.857"
"3","8","19","0","0","-2.4","5.1","0.2","0","-2.4","0","0"
"3","8","20","0","0","-3.5","4.1","0.2","0","-3.5","0","0"
"3","8","21","0","0","-4.3","3.5","0.2","0","-4.3","0","0"
"3","8","22","0","0","-4.9","3.7","0.2","0","-4.9","0","0"
"3","8","23","0","0","-5.3","4.3","0.2","0","-5.3","0","0"
"3","9","0","0","0","-5.8","4.6","0.2","0","-5.8","0","0"
"3","9","1","0","0","-6.3","4.6","0.2","0","-6.3","0","0"
"3","9","2","0","0","-6.7","4.4","0.2","0","-6.7","0","0"
"3","9","3","0","0","-7.1","4.2","0.2","0","-7.1","0","0"
"3","9","4","0","0","-7.4","3.9","0.2","0","-7.4","0","0"
"3","9","5","0","0","-7.6","3.7","0.2","0","-7.6","0","0"
"3","9","6","0","0","-7.6","3.7","0.2","0","-7.6","0","0"
"3","9","7","30","17","-7.6","3.8","0.2","19.787","-7.278","12.873","8.454"
"3","9","8","481","82","-5.4","3.9","0.2","242.159","-1.198","213.492","201.964"
"3","9","9","713","111","-3.5","3.5","0.2","507.664","6.027","472.119","451.426"
"3","9","10","831","125","-1.7","3.3","0.2","739.607","12.584","665.39","637.849"
"3","9","11","894","131","-0.2","3.2","0.2","906.699","17.561","793.963","761.866"
"3","9","12","925","134","1","3","0.2","1002.605","21.28","861.513","827.023"
"3","9","13","931","132","1.9","2.8","0.2","1012.013","23.082","863.478","828.918"
"3","9","14","927","128","2.3","2.6","0.2","949.083","22.899","813.8","781.001"
"3","9","15","883","119","2.1","2.6","0.2","794.574","19.377","696.346","667.708"
"3","9","16","797","103","1.3","2.5","0.2","576.151","14.094","520.329","497.928"
"3","9","17","622","79","-1.2","1.9","0.2","314.217","6.552","276.978","263.2"
"3","9","18","203","32","-4.1","1.4","0.2","64.146","-2.472","43.356","37.856"
"3","9","19","0","0","-5.1","1.5","0.2","0","-5.1","0","0"
"3","9","20","0","0","-5.3","1.6","0.2","0","-5.3","0","0"
"3","9","21","0","0","-5.3","1.6","0.2","0","-5.3","0","0"
"3","9","22","0","0","-5.3","1.6","0.2","0","-5.3","0","0"
"3","9","23","0","0","-5.2","1.7","0.2","0","-5.2","0","0"
"3","10","0","0","0","-5.3","1.7","0.2","0","-5.3","0","0"
"3","10","1","0","0","-5.5","1.7","0.2","0","-5.5","0","0"
"3","10","2","0","0","-5.8","1.6","0.2","0","-5.8","0","0"
"3","10","3","0","0","-5.8","1.6","0.2","0","-5.8","0","0"
"3","10","4","0","0","-5.9","1.6","0.2","0","-5.9","0","0"
"3","10","5","0","0","-5.9","1.5","0.2","0","-5.9","0","0"
"3","10","6","0","0","-5.6","1.8","0.2","0","-5.6","0","0"
"3","10","7","7","15","-5.3","2.1","0.2","14.834","-4.97","10.003","5.685"
"3","10","8","153","92","-2.1","1.5","0.2","142.689","1.741","125.776","117.356"
"3","10","9","690","114","0.2","1.1","0.2","500.639","15.173","450.294","430.375"
"3","10","10","792","136","2.2","1.5","0.2","725.975","21.898","630.965","604.643"
"3","10","11","846","149","3.9","2.1","0.2","887.515","25.073","755.57","724.833"
"3","10","12","891","150","5.4","2.7","0.2","990.966","26.506","834.763","801.22"
