"PVWatts Hourly PV Performance Data"
"Requested Location","yinchuan"
"Solar Resource Data Location","NSRDB Lat/Lng: 38.45, 106.26"
"Latitude (degrees)", 38.45
"Longitude (degrees)", 106.26
"Elevation (m)","1114"
"DC System Size (kW)","1"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"6","11","7","192","165","19.2","1.7","0.2","199.481","24.322","160.948","151.281"
"6","11","8","336","252","22.8","1.9","0.2","399.85","32.718","327.242","311.683"
"6","11","9","439","302","26.1","2.4","0.2","590.205","39.352","470.849","450.202"
"6","11","10","501","338","28.4","2.7","0.2","757.082","44.465","588.24","563.433"
"6","11","11","559","351","29.7","2.5","0.2","885.759","49.166","672.009","644.234"
"6","11","12","542","394","30.6","2.4","0.2","944.465","51.729","706.463","677.467"
"6","11","13","410","463","31.3","2.3","0.2","872.421","51.175","652.98","625.879"
"6","11","14","116","452","31.6","2.3","0.2","552.232","44.164","422.906","403.957"
"6","11","15","75","353","31.4","2.3","0.2","398.733","40.483","309.436","294.508"
"6","11","16","314","288","30.9","2.2","0.2","479.95","42.095","377.445","360.107"
"6","11","17","312","212","30","2","0.2","337.022","38.183","267.661","254.213"
"6","11","18","257","144","28.1","1.4","0.2","185.041","33.142","139.785","130.868"
"6","11","19","56","55","25.4","1.2","0.2","44.712","26.691","34.01","28.842"
"6","11","20","0","0","23.4","1.7","0.2","0","0","0","0"
"6","11","21","0","0","22","2.3","0.2","0","22","0","0"
"6","11","22","0","0","20.7","2.6","0.2","0","20.7","0","0"
"6","11","23","0","0","19.4","2.6","0.2","0","19.4","0","0"
"6","12","0","0","0","18.2","2.3","0.2","0","18.2","0","0"
"6","12","1","0","0","17.1","1.9","0.2","0","17.1","0","0"
"6","12","2","0","0","16.2","1.7","0.2","0","16.2","0","0"
"6","12","3","0","0","15.4","1.5","0.2","0","15.4","0","0"
"6","12","4","0","0","14.8","1.5","0.2","0","14.8","0","0"
"6","12","5","0","1","15.3","1.7","0.2","0.951","15.323","0","0"
"6","12","6","139","70","17.2","1.9","0.2","61.534","18.699","46.814","41.192"
"6","12","7","376","135","18.4","2","0.2","221.498","23.698","174.656","164.503"
"6","12","8","539","174","24.7","2.1","0.2","426.715","34.874","347.775","331.488"
"6","12","9","637","200","28.1","1.9","0.2","631.844","43.772","497.683","476.085"
"6","12","10","687","224","29.9","1.8","0.2","803.278","50.204","611.911","586.265"
"6","12","11","641","292","31.2","2","0.2","905.617","53.128","676.816","648.87"
"6","12","12","709","261","32","2.3","0.2","980.696","54.383","727.727","697.977"
"6","12","13","712","259","32.5","2.5","0.2","977.481","53.991","726.77","697.054"
"6","12","14","711","242","32.5","2.5","0.2","910.961","52.543","683.897","655.7"
"6","12","15","608","264","32.1","2.3","0.2","758.678","49.445","579.562","555.062"
"6","12","16","372","269","31.3","1.9","0.2","499.286","43.672","390.94","373.124"
"6","12","17","403","216","30.2","1.5","0.2","381.132","40.496","300.784","286.163"
"6","12","18","245","153","28.4","1.1","0.2","190.442","33.982","144.247","135.172"
"6","12","19","68","58","26.2","0.8","0.2","46.777","27.696","35.517","30.295"
"6","12","20","0","0","24.5","0.7","0.2","0","0","0","0"
"6","12","21","0","0","23.2","0.8","0.2","0","23.2","0","0"
"6","12","22","0","0","22","1","0.2","0","22","0","0"
"6","12","23","0","0","20.8","1.1","0.2","0","20.8","0","0"
"6","13","0","0","0","19.7","1.1","0.2","0","19.7","0","0"
"6","13","1","0","0","18.8","1","0.2","0","18.8","0","0"
"6","13","2","0","0","18.1","0.9","0.2","0","18.1","0","0"
"6","13","3","0","0","17.5","0.8","0.2","0","17.5","0","0"
"6","13","4","0","0","17.2","0.6","0.2","0","17.2","0","0"
"6","13","5","3","2","17.6","0.4","0.2","1.903","17.664","1.066","0"
"6","13","6","260","58","19.5","0.6","0.2","54.366","21.27","37.717","32.417"
"6","13","7","458","109","20.7","0.8","0.2","219.295","27.596","167.471","157.573"
"6","13","8","382","201","25.5","1.4","0.2","374.153","35.853","302.27","287.596"
"6","13","9","239","316","27.5","1.9","0.2","464.463","38.992","368.292","351.278"
"6","13","10","248","395","28.9","2.5","0.2","596.492","42.002","465.103","444.659"
"6","13","11","402","424","29.9","2.7","0.2","803.074","46.908","613.427","587.727"
"6","13","12","668","316","30.5","2.7","0.2","992.787","51.544","744.495","714.151"
"6","13","13","543","407","30.7","2.7","0.2","954.329","50.914","716.168","686.828"
"6","13","14","432","414","30.6","2.7","0.2","818.195","47.934","622.963","596.925"
"6","13","15","231","386","30.4","2.8","0.2","561.725","42.097","437.873","418.394"
"6","13","16","175","315","30","2.8","0.2","413.474","38.627","327.521","311.953"
"6","13","17","270","183","29.2","2.6","0.2","292.222","35.527","233.731","221.486"
"6","13","18","272","100","27.3","1.9","0.2","150.566","30.958","111.641","103.722"
"6","13","19","36","37","24.4","1.3","0.2","31.796","25.297","23.984","19.171"
"6","13","20","0","0","22.2","1.4","0.2","0","0","0","0"
"6","13","21","0","0","21.1","1.4","0.2","0","21.1","0","0"
"6","13","22","0","0","20.3","1.3","0.2","0","20.3","0","0"
"6","13","23","0","0","19.6","1.1","0.2","0","19.6","0","0"
"6","14","0","0","0","19.1","1.1","0.2","0","19.1","0","0"
"6","14","1","0","0","18.5","1.3","0.2","0","18.5","0","0"
"6","14","2","0","0","18","1.6","0.2","0","18","0","0"
"6","14","3","0","0","17.7","1.9","0.2","0","17.7","0","0"
"6","14","4","0","0","17.5","1.9","0.2","0","17.5","0","0"
"6","14","5","2","2","18.1","2.2","0.2","1.903","18.142","1.063","0"
"6","14","6","186","69","19.5","2.5","0.2","62.131","20.839","45.921","40.331"
"6","14","7","409","130","20.4","2.6","0.2","225.113","25.195","175.627","165.44"
"6","14","8","241","228","23.9","3","0.2","331.355","30.596","272.008","258.406"
"6","14","9","261","319","25.4","3.1","0.2","485.416","35.026","391.6","373.761"
"6","14","10","367","367","26.7","3.3","0.2","668.09","39.505","528.229","505.549"
"6","14","11","392","426","27.8","3.6","0.2","795.403","42.327","618.977","593.081"
"6","14","12","424","470","28.4","3.8","0.2","895.617","44.263","689.59","661.191"
"6","14","13","475","434","28","3.8","0.2","912.92","44.176","703.96","675.052"
"6","14","14","639","282","26.9","3.8","0.2","883.133","42.577","690.18","661.76"
"6","14","15","589","270","25.5","3.8","0.2","748.568","38.805","597.091","571.97"
"6","14","16","68","290","24.3","3.9","0.2","317.978","29.862","258.369","245.251"
"6","14","17","266","208","23.2","3.9","0.2","313.782","28.703","258.556","245.43"
"6","14","18","186","127","22.1","3.8","0.2","155.864","24.842","122.34","114.042"
"6","14","19","87","54","21","3.6","0.2","44.194","21.808","34.421","29.237"
"6","14","20","0","0","20","3.4","0.2","0","0","0","0"
"6","14","21","0","0","19.5","3","0.2","0","19.5","0","0"
"6","14","22","0","0","19.1","2.6","0.2","0","19.1","0","0"
"6","14","23","0","0","18.6","2.3","0.2","0","18.6","0","0"
"6","15","0","0","0","18","2","0.2","0","18","0","0"
"6","15","1","0","0","17.5","1.7","0.2","0","17.5","0","0"
"6","15","2","0","0","16.8","1.4","0.2","0","16.8","0","0"
"6","15","3","0","0","16.2","1.2","0.2","0","16.2","0","0"
"6","15","4","0","0","16","1","0.2","0","16","0","0"
"6","15","5","2","2","16.6","0.9","0.2","1.903","16.656","1.073","0"
"6","15","6","116","61","18.2","1","0.2","55.396","19.861","42.024","36.572"
"6","15","7","262","135","19.1","1","0.2","190.957","24.847","150.998","141.684"
"6","15","8","473","195","22.2","1.2","0.2","413.536","34.198","337.324","321.407"
"6","15","9","539","240","23.6","1.8","0.2","600.907","38.811","481.823","460.786"
"6","15","10","647","251","24.5","2.2","0.2","794.74","43.021","623.115","597.072"
"6","15","11","754","215","25.5","2.7","0.2","936.192","45.369","724.075","694.455"
"6","15","12","721","251","26.4","3.3","0.2","982.261","45.228","757.448","726.645"
"6","15","13","392","425","27.1","3.8","0.2","816.603","41.565","636.312","609.802"
"6","15","14","150","462","27.4","4.1","0.2","593.519","37.454","467.993","447.446"
"6","15","15","344","366","27.4","4.2","0.2","638.734","38.101","508.013","486.049"
"6","15","16","528","230","27","3.9","0.2","566.862","36.949","458.401","438.194"
"6","15","17","635","133","26.2","3.6","0.2","411.461","33.748","334.629","318.808"
"6","15","18","496","98","24.8","2.7","0.2","198.778","28.903","145.296","136.184"
"6","15","19","238","53","22.1","1.7","0.2","39.995","23.131","30.816","25.761"
"6","15","20","0","0","19.9","1.3","0.2","0","0","0","0"
"6","15","21","0","0","18.9","1.3","0.2","0","18.9","0","0"
"6","15","22","0","0","18.1","1.3","0.2","0","18.1","0","0"
"6","15","23","0","0","17.3","1.3","0.2","0","17.3","0","0"
"6","16","0","0","0","16.5","1.2","0.2","0","16.5","0","0"
"6","16","1","0","0","16","1","0.2","0","16","0","0"
"6","16","2","0","0","15.6","0.9","0.2","0","15.6","0","0"
"6","16","3","0","0","15.1","0.8","0.2","0","15.1","0","0"
"6","16","4","0","0","14.7","0.8","0.2","0","14.7","0","0"
"6","16","5","4","3","15.3","0.9","0.2","2.854","15.384","1.657","0"
"6","16","6","289","62","17.4","1.2","0.2","58.089","19.017","40.792","35.383"
"6","16","7","540","104","18.8","1.4","0.2","236.432","25.191","181.186","170.802"
"6","16","8","686","128","24.3","2.2","0.2","453.924","34.915","370.8","353.697"
"6","16","9","774","145","26.8","2.7","0.2","669.297","41.057","534.618","511.711"
"6","16","10","821","161","28.6","3","0.2","849.407","45.745","660.502","633.134"
"6","16","11","836","176","29.9","3","0.2","970.89","49.472","738.88","708.735"
"6","16","12","850","180","30.8","2.9","0.2","1035.393","52.018","777.189","745.686"
"6","16","13","847","179","31.4","2.7","0.2","1027.328","53.2","767.542","736.381"
"6","16","14","833","172","31.6","2.6","0.2","952.304","52.187","717.152","687.777"
"6","16","15","806","160","31.5","2.5","0.2","817.703","49.526","626.654","600.485"
"6","16","16","754","144","31","2.3","0.2","632.37","45.504","496.504","474.947"
"6","16","17","658","127","30.2","2.2","0.2","416.564","39.923","330.515","314.84"
"6","16","18","495","101","28.3","1.8","0.2","201.732","33.258","145.223","136.114"
"6","16","19","219","55","25.2","1.3","0.2","41.57","26.373","31.633","26.549"
"6","16","20","0","0","23","1.3","0.2","0","0","0","0"
"6","16","21","0","0","22.1","1.4","0.2","0","22.1","0","0"
"6","16","22","0","0","21.4","1.7","0.2","0","21.4","0","0"
"6","16","23","0","0","20.8","2","0.2","0","20.8","0","0"
"6","17","0","0","0","20.2","2.2","0.2","0","20.2","0","0"
"6","17","1","0","0","19.7","2.2","0.2","0","19.7","0","0"
"6","17","2","0","0","19.1","2","0.2","0","19.1","0","0"
"6","17","3","0","0","18.5","1.9","0.2","0","18.5","0","0"
"6","17","4","0","0","18","1.7","0.2","0","18","0","0"
"6","17","5","3","2","18.6","1.9","0.2","1.903","18.644","1.06","0"
"6","17","6","247","63","20.3","2.4","0.2","57.391","21.547","40.716","35.31"
"6","17","7","367","121","21.2","2.6","0.2","205.289","25.573","159.506","149.89"
"6","17","8","506","169","25.5","2.9","0.2","404.39","33.819","330.392","314.722"
"6","17","9","544","237","27.9","2.6","0.2","600.659","40.91","477.621","456.734"
"6","17","10","581","279","29.7","2.2","0.2","764.872","47.519","588.073","563.271"
"6","17","11","691","260","30.9","1.9","0.2","920.479","53.655","686.95","658.645"
"6","17","12","805","191","31.7","1.7","0.2","1001.233","57.52","734.232","704.251"
"6","17","13","501","420","32.4","1.8","0.2","925.161","55.711","680.017","651.958"
"6","17","14","324","435","32.9","1.8","0.2","734.6","51.405","550.071","526.616"
"6","17","15","406","348","33","1.6","0.2","671.782","50.704","508.065","486.099"
"6","17","16","533","228","32.6","1.6","0.2","568.921","47.642","440.309","420.744"
"6","17","17","463","176","31.6","1.7","0.2","374.363","41.279","294.548","280.147"
"6","17","18","378","123","29.6","1.4","0.2","195.556","34.89","143.321","134.279"
"6","17","19","143","57","27.4","1.2","0.2","44.652","28.691","33.759","28.599"
"6","17","20","0","0","26","1.7","0.2","0","0","0","0"
"6","17","21","0","0","24.8","2.5","0.2","0","24.8","0","0"
"6","17","22","0","0","23.7","3","0.2","0","23.7","0","0"
"6","17","23","0","0","22.6","3.1","0.2","0","22.6","0","0"
"6","18","0","0","0","21.8","2.8","0.2","0","21.8","0","0"
"6","18","1","0","0","21","2.4","0.2","0","21","0","0"
"6","18","2","0","0","20.3","2.1","0.2","0","20.3","0","0"
"6","18","3","0","0","19.5","1.9","0.2","0","19.5","0","0"
"6","18","4","0","0","18.8","1.8","0.2","0","18.8","0","0"
"6","18","5","1","1","19.1","2.1","0.2","0.951","19.121","0","0"
"6","18","6","0","50","20.1","2.4","0.2","45.465","21.122","36.01","30.771"
"6","18","7","107","141","20.7","2.5","0.2","155.769","24.121","125.96","117.533"
"6","18","8","353","210","23.1","1.9","0.2","367.259","32.211","300.708","286.089"
"6","18","9","388","287","26","1.8","0.2","539.404","39.642","429.191","410.02"
"6","18","10","416","354","29.2","1.9","0.2","699.457","46.487","538.102","515.071"
"6","18","11","374","433","31","1.7","0.2","784.578","51.193","588.324","563.514"
"6","18","12","594","339","31.7","1.3","0.2","941.27","58.23","685.722","657.46"
"6","18","13","589","350","32.3","0.8","0.2","944.288","62.471","675.109","647.224"
"6","18","14","696","247","32.1","0.7","0.2","902.918","61.783","651.067","624.034"
"6","18","15","187","234","31.5","1","0.2","383.278","43.131","295.743","281.3"
"6","18","16","592","207","31.4","1","0.2","587.391","49.3","452.132","432.148"
"6","18","17","0","58","31.1","1","0.2","53.989","32.743","40.728","35.322"
"6","18","18","163","114","29.6","0.9","0.2","140.287","33.934","105.732","98.022"
"6","18","19","146","58","27.1","0.8","0.2","45.378","28.552","34.372","29.191"
"6","18","20","0","0","25.1","0.9","0.2","0","0","0","0"
"6","18","21","0","0","24.2","1.3","0.2","0","24.2","0","0"
"6","18","22","0","0","23.4","1.8","0.2","0","23.4","0","0"
"6","18","23","0","0","22.6","2.3","0.2","0","22.6","0","0"
"6","19","0","0","0","21.7","2.6","0.2","0","21.7","0","0"
"6","19","1","0","0","20.7","2.6","0.2","0","20.7","0","0"
"6","19","2","0","0","19.9","2.5","0.2","0","19.9","0","0"
"6","19","3","0","0","19.3","2.7","0.2","0","19.3","0","0"
"6","19","4","0","0","18.8","3.8","0.2","0","18.8","0","0"
"6","19","5","0","0","18.2","4.9","0.2","0","0","0","0"
"6","19","6","37","64","18","5","0.2","56.348","18.848","44.748","39.199"
"6","19","7","138","162","18.1","5.1","0.2","181.74","20.799","149.326","140.072"
"6","19","8","231","221","20.8","5.3","0.2","319.08","25.448","266.994","253.57"
"6","19","9","152","233","22.7","4.1","0.2","325.878","28.243","267.502","254.06"
"6","19","10","10","194","22.9","2.5","0.2","190.249","27.069","151.936","142.589"
"6","19","11","5","128","22.4","1.4","0.2","124.667","25.82","97.996","90.56"
"6","19","12","260","476","23.5","1.6","0.2","737.75","42.88","569.957","545.798"
"6","19","13","6","143","26.1","2.6","0.2","140.253","29.112","109.016","101.19"
"6","19","14","697","259","27.7","3","0.2","915.698","46.148","705.579","676.614"
"6","19","15","734","203","28.1","3.2","0.2","804.443","43.806","630.286","603.989"
"6","19","16","706","168","27.8","3.2","0.2","626.166","40.053","502.106","480.351"
"6","19","17","585","154","27","3.1","0.2","409.299","35.131","331.156","315.458"
"6","19","18","390","126","25","2.2","0.2","201.69","29.608","151.404","142.075"
"6","19","19","113","63","22.5","1.2","0.2","50.426","23.958","39.225","33.871"
"6","19","20","0","0","21.3","0.9","0.2","0","0","0","0"
"6","19","21","0","0","21.1","0.7","0.2","0","21.1","0","0"
"6","19","22","0","0","20.9","0.5","0.2","0","20.9","0","0"
"6","19","23","0","0","20.5","0.4","0.2","0","20.5","0","0"
"6","20","0","0","0","19.9","0.5","0.2","0","19.9","0","0"
"6","20","1","0","0","18.9","0.7","0.2","0","18.9","0","0"
"6","20","2","0","0","17.6","1","0.2","0","17.6","0","0"
"6","20","3","0","0","16.4","1.2","0.2","0","16.4","0","0"
"6","20","4","0","0","15.3","1.3","0.2","0","15.3","0","0"
"6","20","5","1","2","15.5","1.2","0.2","1.903","15.552","1.08","0"
"6","20","6","227","66","17.7","1.6","0.2","60.111","19.246","44.063","38.538"
"6","20","7","477","119","19.3","2.2","0.2","230.799","24.58","178.546","168.256"
"6","20","8","622","155","25","2.6","0.2","446.996","34.695","364.849","347.957"
"6","20","9","716","174","27.5","2.8","0.2","656.538","41.237","523.404","500.894"
"6","20","10","772","190","29","3.2","0.2","837.483","45.35","651.738","624.681"
"6","20","11","816","193","30.1","3.6","0.2","967.46","47.812","741.083","710.86"
"6","20","12","729","275","31","3.9","0.2","1013.054","48.713","769.337","738.113"
"6","20","13","552","367","31.5","4.1","0.2","924.354","47.189","705.268","676.314"
"6","20","14","435","411","31.7","4.2","0.2","818.849","45.403","629.982","603.696"
"6","20","15","463","328","31.5","4.2","0.2","703.797","43.299","549.671","526.231"
"6","20","16","697","169","30.6","3.9","0.2","621.794","41.522","495.544","474.021"
"6","20","17","611","144","29.2","3.2","0.2","413.77","37.287","332.011","316.283"
"6","20","18","417","111","27","2.1","0.2","194.851","31.527","143.523","134.474"
"6","20","19","200","57","24.5","1.6","0.2","44.698","25.679","34.305","29.126"
"6","20","20","0","0","22.9","1.7","0.2","0","0","0","0"
"6","20","21","0","0","21.9","1.9","0.2","0","21.9","0","0"
"6","20","22","0","0","20.9","1.9","0.2","0","20.9","0","0"
"6","20","23","0","0","20","1.7","0.2","0","20","0","0"
"6","21","0","0","0","19.3","1.7","0.2","0","19.3","0","0"
"6","21","1","0","0","18.9","1.6","0.2","0","18.9","0","0"
"6","21","2","0","0","18.5","1.5","0.2","0","18.5","0","0"
"6","21","3","0","0","18","1.4","0.2","0","18","0","0"
"6","21","4","0","0","17.7","1.4","0.2","0","17.7","0","0"
"6","21","5","0","0","17.9","1.5","0.2","0","0","0","0"
"6","21","6","7","55","18.8","1.8","0.2","49.644","20.056","39.509","34.145"
"6","21","7","110","140","19.4","1.8","0.2","155.327","23.314","125.873","117.449"
"6","21","8","12","154","23","1.4","0.2","148.879","27.112","120.205","111.982"
"6","21","9","157","319","24.9","1.9","0.2","410.847","35.059","329.466","313.828"
"6","21","10","87","393","25.8","2.5","0.2","449.509","35.66","356.384","339.792"
"6","21","11","293","457","26.2","2.8","0.2","731.617","41.414","570.222","546.054"
"6","21","12","678","285","26.4","2.8","0.2","971.91","46.646","744.538","714.193"
"6","21","13","211","472","26.3","2.9","0.2","676.833","40.119","528.152","505.474"
"6","21","14","66","368","25.9","3","0.2","416.605","34.258","330.066","314.407"
"6","21","15","17","242","25.3","3.3","0.2","241.108","29.908","192.091","181.321"
"6","21","16","62","274","24.6","3.4","0.2","299.235","30.246","242.253","229.705"
"6","21","17","273","208","23.9","3.3","0.2","318.575","30.025","261.348","248.124"
"6","21","18","358","128","23","2.6","0.2","196.982","27.183","150.148","140.865"
"6","21","19","132","61","21.4","1.7","0.2","47.643","22.629","37.157","31.877"
"6","21","20","0","0","19.7","1.2","0.2","0","0","0","0"
"6","21","21","0","0","18.7","1.2","0.2","0","18.7","0","0"
"6","21","22","0","0","17.8","1.2","0.2","0","17.8","0","0"
"6","21","23","0","0","17","1.2","0.2","0","17","0","0"
"6","22","0","0","0","16.3","1.2","0.2","0","16.3","0","0"
"6","22","1","0","0","15.7","1.2","0.2","0","15.7","0","0"
"6","22","2","0","0","15.2","1.2","0.2","0","15.2","0","0"
"6","22","3","0","0","14.8","1.2","0.2","0","14.8","0","0"
"6","22","4","0","0","14.7","1.1","0.2","0","14.7","0","0"
"6","22","5","0","0","15.6","1","0.2","0","0","0","0"
"6","22","6","319","55","18","1","0.2","51.706","19.504","35.43","30.211"
"6","22","7","568","92","19.4","1.1","0.2","229.838","26.055","173.624","163.508"
"6","22","8","697","118","24.1","2.1","0.2","446.5","34.747","364.653","347.768"
"6","22","9","771","138","26","3.1","0.2","657.101","39.072","529.239","506.523"
"6","22","10","814","154","27.5","4.1","0.2","834.197","41.709","659.658","632.32"
"6","22","11","833","169","28.6","4.9","0.2","959.458","43.256","749.332","718.817"
"6","22","12","824","189","29.4","5.5","0.2","1017.642","43.83","790.189","758.226"
"6","22","13","131","295","29.9","5.8","0.2","421.885","35.656","333.063","317.298"
"6","22","14","451","407","30.1","5.9","0.2","830.228","41.323","649.55","622.57"
"6","22","15","592","278","30","6","0.2","761.147","40.198","603.503","578.155"
"6","22","16","664","186","29.6","6","0.2","617.644","37.899","499.06","477.413"
"6","22","17","459","181","28.4","5.9","0.2","379.168","33.547","308.24","293.354"
"6","22","18","367","128","26.2","5.2","0.2","199.299","29.08","150.657","141.355"
"6","22","19","120","61","22.9","3.9","0.2","49.457","23.765","38.395","33.071"
"6","22","20","0","0","20.2","2.8","0.2","0","0","0","0"
"6","22","21","0","0","18.5","2.3","0.2","0","18.5","0","0"
"6","22","22","0","0","17.2","1.9","0.2","0","17.2","0","0"
"6","22","23","0","0","16","1.6","0.2","0","16","0","0"
"6","23","0","0","0","15","1.5","0.2","0","15","0","0"
"6","23","1","0","0","14.2","1.5","0.2","0","14.2","0","0"
"6","23","2","0","0","13.6","1.7","0.2","0","13.6","0","0"
"6","23","3","0","0","13.1","2","0.2","0","13.1","0","0"
"6","23","4","0","0","12.8","2.1","0.2","0","12.8","0","0"
"6","23","5","0","0","13.4","2.7","0.2","0","0","0","0"
"6","23","6","179","66","15.1","3.8","0.2","58.109","16.114","44.14","38.613"
"6","23","7","429","124","16","4.2","0.2","221.834","19.659","175.59","165.404"
"6","23","8","402","195","18.9","4.2","0.2","376.93","25.24","317.498","302.284"
"6","23","9","285","307","20.8","4.2","0.2","488.172","28.992","403.742","385.472"
"6","23","10","461","334","22.5","4.4","0.2","716.474","34.181","579.91","555.397"
"6","23","11","272","442","23.7","4.6","0.2","696.93","34.733","557.692","533.968"
"6","23","12","55","395","24.6","4.8","0.2","438.444","31.345","350.647","334.258"
"6","23","13","250","449","25.3","5","0.2","699.805","35.813","556.278","532.603"
"6","23","14","693","253","25.7","5.1","0.2","907.115","39.203","718.972","689.532"
"6","23","15","827","138","25.7","5.3","0.2","816.072","37.58","656.894","629.654"
"6","23","16","770","129","25.3","5.6","0.2","631.698","34.191","519.317","496.952"
"6","23","17","574","145","24.5","5.6","0.2","399.537","30.115","329.856","314.204"
"6","23","18","498","100","23.2","5.1","0.2","204.756","26.17","152.466","143.1"
"6","23","19","221","57","21.1","3.4","0.2","43.627","21.922","33.714","28.556"
"6","23","20","0","0","18.9","2","0.2","0","0","0","0"
"6","23","21","0","0","17.6","1.6","0.2","0","17.6","0","0"
"6","23","22","0","0","16.7","1.4","0.2","0","16.7","0","0"
"6","23","23","0","0","15.9","1.4","0.2","0","15.9","0","0"
"6","24","0","0","0","15.2","1.5","0.2","0","15.2","0","0"
"6","24","1","0","0","14.6","1.6","0.2","0","14.6","0","0"
"6","24","2","0","0","14","1.6","0.2","0","14","0","0"
"6","24","3","0","0","13.5","1.7","0.2","0","13.5","0","0"
"6","24","4","0","0","13.1","1.7","0.2","0","13.1","0","0"
"6","24","5","0","0","14.3","1.9","0.2","0","0","0","0"
"6","24","6","384","50","17.6","2.8","0.2","49.413","18.576","32.797","27.671"
"6","24","7","636","80","19.4","3.5","0.2","234.894","23.653","177.327","167.08"
"6","24","8","766","98","23.7","5.1","0.2","459.698","30.573","382.022","364.522"
"6","24","9","841","110","25.3","5.8","0.2","675.454","34.59","554.559","530.946"
"6","24","10","878","120","26.5","6.3","0.2","849.402","37.527","683.742","655.551"
"6","24","11","840","168","27.2","6.5","0.2","964.551","39.437","764.929","733.861"
"6","24","12","896","137","27.6","6.5","0.2","1030.886","40.675","811.701","778.976"
"6","24","13","649","295","27.7","6.3","0.2","950.409","39.999","747.958","717.491"
"6","24","14","850","152","27.7","6","0.2","950.427","40.435","751.456","720.865"
"6","24","15","549","273","27.4","5.7","0.2","722.01","37.409","578.694","554.225"
"6","24","16","757","137","26.9","5.3","0.2","631.638","36.113","515.156","492.938"
"6","24","17","719","101","26.2","4.8","0.2","423.614","32.77","346.725","330.475"
"6","24","18","594","75","24.8","3.6","0.2","205.399","28.438","148.224","139.008"
"6","24","19","390","42","22.2","1.9","0.2","32.644","23.001","24.215","19.393"
"6","24","20","0","0","20.1","1.2","0.2","0","0","0","0"
"6","24","21","0","0","19.9","1","0.2","0","19.9","0","0"
"6","24","22","0","0","19.8","0.8","0.2","0","19.8","0","0"
"6","24","23","0","0","19.4","0.7","0.2","0","19.4","0","0"
"6","25","0","0","0","18.8","0.6","0.2","0","18.8","0","0"
"6","25","1","0","0","18.3","0.5","0.2","0","18.3","0","0"
"6","25","2","0","0","17.8","0.5","0.2","0","17.8","0","0"
"6","25","3","0","0","17.2","0.5","0.2","0","17.2","0","0"
"6","25","4","0","0","16.7","0.5","0.2","0","16.7","0","0"
"6","25","5","0","0","16.9","0.4","0.2","0","0","0","0"
"6","25","6","392","48","18.6","0.4","0.2","47.371","20.204","30.928","25.869"
"6","25","7","647","77","20","0.5","0.2","234.302","27.933","173.341","163.236"
"6","25","8","781","94","25.3","1.5","0.2","462.283","37.814","373.232","356.043"
"6","25","9","859","107","27","2.2","0.2","683.939","42.994","543.065","519.859"
"6","25","10","900","116","28.3","2.5","0.2","863.264","47.335","667.923","640.292"
"6","25","11","921","122","29.4","2.7","0.2","989.494","50.418","751.102","720.524"
"6","25","12","929","127","30.3","2.8","0.2","1053.944","52.284","791.132","759.136"
"6","25","13","924","126","30.8","3","0.2","1045.445","51.873","786.33","754.504"
"6","25","14","904","127","31.1","3.1","0.2","971.05","50.362","737.613","707.513"
"6","25","15","874","123","31","3.2","0.2","837.157","47.357","648.007","621.082"
"6","25","16","825","114","30.5","3.2","0.2","653.849","43.302","518.679","496.337"
"6","25","17","743","100","29.6","3.1","0.2","434.032","38.226","347.75","331.465"
"6","25","18","604","80","27.7","2.2","0.2","212.794","32.5","151.63","142.293"
"6","25","19","338","48","24.5","1.4","0.2","37.233","25.519","27.539","22.6"
"6","25","20","0","0","22","1.3","0.2","0","0","0","0"
"6","25","21","0","0","20.8","1.4","0.2","0","20.8","0","0"
"6","25","22","0","0","19.7","1.5","0.2","0","19.7","0","0"
"6","25","23","0","0","18.7","1.6","0.2","0","18.7","0","0"
"6","26","0","0","0","17.8","1.6","0.2","0","17.8","0","0"
"6","26","1","0","0","16.9","1.5","0.2","0","16.9","0","0"
"6","26","2","0","0","16.2","1.5","0.2","0","16.2","0","0"
"6","26","3","0","0","15.4","1.4","0.2","0","15.4","0","0"
"6","26","4","0","0","14.9","1.4","0.2","0","14.9","0","0"
"6","26","5","0","0","15.7","1.5","0.2","0","0","0","0"
"6","26","6","389","49","18.2","1.7","0.2","47.85","19.37","31.697","26.61"
"6","26","7","641","78","19.7","1.7","0.2","233.119","25.552","174.117","163.984"
"6","26","8","773","95","25.9","2.4","0.2","458.843","36.227","372.716","355.546"
"6","26","9","847","108","28.8","3.1","0.2","676.353","42.26","538.613","515.564"
"6","26","10","890","116","30.6","3.5","0.2","854.573","46.518","663.488","636.014"
