Hour,Load,P_WT,P_PV,P_ST_Charge,P_ST_Discharge,SOC,P_Grid_Buy,P_Grid_Sell
0,35.0,31.75,0.0,0.0,3.25,0.5,0.0,0.0
1,35.0,27.03,0.0,0.0,7.97,0.4168,0.0,0.0
2,35.0,31.87,0.0,0.0,0.0,0.2126,3.13,0.0
3,35.0,35.0,0.0,0.0,0.0,0.2126,0.0,0.0
4,35.0,23.06,0.0,0.0,4.4,0.2126,7.54,0.0
5,35.0,21.36,0.0,0.0,0.0,0.1,13.64,0.0
6,35.0,32.34,0.0,0.0,0.0,0.1,2.66,0.0
7,36.95,24.78,7.84,0.0,0.0,0.1,4.33,0.0
8,38.83,14.34,17.85,0.0,0.0,0.1,6.64,0.0
9,40.56,20.02,26.17,5.64,0.0,0.1,0.0,0.0
10,42.07,11.8,32.5,2.22,0.0,0.2304,0.0,0.0
11,43.31,11.07,35.13,2.89,0.0,0.2818,0.0,0.0
12,44.24,15.83,37.39,8.98,0.0,0.3487,0.0,0.0
13,44.81,0.85,37.28,0.0,0.0,0.5563,6.67,0.0
14,45.0,2.89,32.32,0.0,7.17,0.5563,2.62,0.0
15,44.81,12.22,25.06,0.0,0.0,0.3727,7.53,0.0
16,44.24,10.5,18.81,0.0,0.0,0.3727,14.93,0.0
17,43.31,21.58,9.48,0.0,0.0,0.3727,12.26,0.0
18,42.07,14.77,0.0,0.0,0.0,0.3727,27.3,0.0
19,40.56,13.04,0.0,0.0,0.0,0.3727,27.52,0.0
20,38.83,35.07,0.0,0.0,0.0,0.3727,3.76,0.0
21,36.95,24.58,0.0,0.0,0.0,0.3727,12.37,0.0
22,35.0,27.78,0.0,0.0,0.0,0.3727,7.22,0.0
23,35.0,17.94,0.0,0.0,0.0,0.3727,17.06,0.0
24,35.04,24.4,0.0,0.0,10.64,0.3727,0.0,0.0
25,35.04,28.79,0.0,0.0,0.0,0.1,6.26,0.0
26,35.04,19.17,0.0,0.0,0.0,0.1,15.87,0.0
27,35.04,28.83,0.0,0.0,0.0,0.1,6.21,0.0
28,35.04,20.47,0.0,15.43,0.0,0.1,30.0,0.0
29,35.04,20.95,0.0,0.0,0.0,0.4568,14.09,0.0
30,35.04,16.93,0.0,0.0,13.93,0.4568,4.18,0.0
31,36.99,28.33,8.66,0.0,0.0,0.1,0.0,0.0
32,38.87,17.56,18.04,0.0,0.0,0.1,3.28,0.0
33,40.6,8.72,25.88,0.0,0.0,0.1,6.0,0.0
34,42.11,20.88,32.27,11.03,0.0,0.1,0.0,0.0
35,43.36,5.74,36.51,0.0,0.0,0.3551,1.1,0.0
36,44.28,15.6,37.47,8.79,0.0,0.3551,0.0,0.0
37,44.85,0.52,34.65,0.0,0.0,0.5582,9.68,0.0
38,45.04,5.69,30.6,0.0,0.0,0.5582,8.75,0.0
39,44.85,17.58,25.85,0.0,0.0,0.5582,1.42,0.0
40,44.28,22.87,17.42,0.0,0.0,0.5582,4.0,0.0
41,43.36,20.57,9.68,0.0,0.0,0.5582,13.11,0.0
42,42.11,20.37,0.0,0.0,0.0,0.5582,21.75,0.0
43,40.6,20.88,0.0,0.0,0.0,0.5582,19.71,0.0
44,38.87,14.27,0.0,0.0,0.0,0.5582,24.6,0.0
45,36.99,21.09,0.0,0.0,0.0,0.5582,15.9,0.0
46,35.04,24.05,0.0,0.0,11.0,0.5582,0.0,0.0
47,35.04,35.04,0.0,0.0,0.0,0.2765,0.0,0.0
48,35.09,30.67,0.0,0.0,0.0,0.2765,4.42,0.0
49,35.09,15.55,0.0,0.0,0.0,0.2765,19.53,0.0
50,35.09,29.58,0.0,9.16,0.0,0.2765,14.66,0.0
51,35.09,23.45,0.0,0.0,0.0,0.4883,11.63,0.0
52,35.09,19.93,0.0,0.0,15.15,0.4883,0.0,0.0
53,35.09,27.33,0.0,0.0,0.0,0.1,7.76,0.0
54,35.09,28.46,0.0,0.0,0.0,0.1,6.63,0.0
55,37.04,25.93,9.09,0.0,0.0,0.1,2.02,0.0
56,38.91,11.72,18.1,0.0,0.0,0.1,9.08,0.0
57,40.64,14.0,25.31,0.0,0.0,0.1,1.33,0.0
58,42.16,17.4,30.87,6.11,0.0,0.1,0.0,0.0
59,43.4,21.25,35.92,13.77,0.0,0.2414,0.0,0.0
60,44.32,10.74,36.74,3.15,0.0,0.5598,0.0,0.0
61,44.89,13.05,35.68,3.84,0.0,0.6326,0.0,0.0
62,45.09,7.25,31.67,0.0,6.16,0.7213,0.0,0.0
63,44.89,7.74,25.33,0.0,0.0,0.5634,11.82,0.0
64,44.32,23.39,16.74,0.0,0.0,0.5634,4.2,0.0
65,43.4,28.93,9.8,0.0,0.0,0.5634,4.67,0.0
66,42.16,20.67,0.0,0.0,0.0,0.5634,21.49,0.0
67,40.64,30.09,0.0,0.0,0.0,0.5634,10.55,0.0
68,38.91,27.26,0.0,0.0,2.67,0.5634,8.98,0.0
69,37.04,21.62,0.0,0.0,15.42,0.495,0.0,0.0
