Hour,Load,P_WT,P_PV,P_ST_Charge,P_ST_Discharge,SOC,P_Grid_Buy,P_Grid_Sell
0,35.0,17.5,0.0,0.0,0.0,0.0,17.5,0.0
1,35.0,14.89,0.0,0.0,0.0,0.0,20.11,0.0
2,35.0,17.56,0.0,0.0,0.0,0.0,17.44,0.0
3,35.0,20.35,0.0,0.0,0.0,0.0,14.65,0.0
4,35.0,12.71,0.0,0.0,0.0,0.0,22.29,0.0
5,35.0,11.77,0.0,0.0,0.0,0.0,23.23,0.0
6,35.0,17.82,0.0,0.0,0.0,0.0,17.18,0.0
7,36.95,13.65,7.86,0.0,0.0,0.0,15.44,0.0
8,38.83,7.9,17.89,0.0,0.0,0.0,13.03,0.0
9,40.56,11.03,26.23,0.0,0.0,0.0,3.29,0.0
10,42.07,6.5,32.57,0.0,0.0,0.0,3.01,0.0
11,43.31,6.1,35.21,0.0,0.0,0.0,2.0,0.0
12,44.24,8.72,37.47,1.95,0.0,0.0,0.0,0.0
13,44.81,0.47,37.36,0.0,0.0,0.1275,6.98,0.0
14,45.0,1.59,32.39,0.0,0.0,0.1275,11.02,0.0
15,44.81,6.73,25.12,0.0,0.0,0.1275,12.96,0.0
16,44.24,5.79,18.85,0.0,0.0,0.1275,19.6,0.0
17,43.31,11.89,9.5,0.0,0.0,0.1275,21.93,0.0
18,42.07,8.14,0.0,0.0,0.0,0.1275,33.93,0.0
19,40.56,7.19,0.0,0.0,0.0,0.1275,33.37,0.0
20,38.83,19.32,0.0,0.0,1.76,0.1275,17.74,0.0
21,36.95,13.55,0.0,0.0,0.0,0.0,23.4,0.0
22,35.0,15.31,0.0,0.0,0.0,0.0,19.69,0.0
23,35.0,9.89,0.0,0.0,0.0,0.0,25.11,0.0
24,35.04,13.45,0.0,0.0,0.0,0.0,21.6,0.0
25,35.04,15.86,0.0,0.0,0.0,0.0,19.18,0.0
26,35.04,10.56,0.0,0.0,0.0,0.0,24.48,0.0
27,35.04,15.89,0.0,0.0,0.0,0.0,19.16,0.0
28,35.04,11.28,0.0,0.0,0.0,0.0,23.76,0.0
29,35.04,11.55,0.0,0.0,0.0,0.0,23.5,0.0
30,35.04,9.33,0.0,0.0,0.0,0.0,25.71,0.0
31,36.99,17.87,8.68,0.0,0.0,0.0,10.44,0.0
32,38.87,9.68,18.07,0.0,0.0,0.0,11.12,0.0
33,40.6,4.81,25.93,0.0,0.0,0.0,9.86,0.0
34,42.11,11.5,32.34,1.73,0.0,0.0,0.0,0.0
35,43.36,3.16,36.59,0.0,0.0,0.1129,3.6,0.0
36,44.28,8.59,37.55,1.86,0.0,0.1129,0.0,0.0
37,44.85,0.29,34.72,0.0,0.0,0.2346,9.84,0.0
38,45.04,3.14,30.67,0.0,0.0,0.2346,11.24,0.0
39,44.85,9.69,25.91,0.0,0.0,0.2346,9.26,0.0
40,44.28,12.6,17.45,0.0,0.0,0.2346,14.23,0.0
41,43.36,11.33,9.7,0.0,0.0,0.2346,22.32,0.0
42,42.11,11.22,0.0,0.0,0.0,0.2346,30.89,0.0
43,40.6,11.51,0.0,0.0,0.0,0.2346,29.09,0.0
44,38.87,7.87,0.0,0.0,3.24,0.2346,27.76,0.0
45,36.99,11.62,0.0,0.0,0.0,0.0,25.37,0.0
46,35.04,13.25,0.0,0.0,0.0,0.0,21.79,0.0
47,35.04,19.55,0.0,0.0,0.0,0.0,15.5,0.0
48,35.09,16.9,0.0,0.0,0.0,0.0,18.19,0.0
49,35.09,8.57,0.0,0.0,0.0,0.0,26.52,0.0
50,35.09,16.3,0.0,0.0,0.0,0.0,18.78,0.0
51,35.09,12.92,0.0,0.0,0.0,0.0,22.16,0.0
52,35.09,10.98,0.0,0.0,0.0,0.0,24.1,0.0
53,35.09,15.06,0.0,0.0,0.0,0.0,20.03,0.0
54,35.09,15.68,0.0,0.0,0.0,0.0,19.4,0.0
55,37.04,14.29,9.11,0.0,0.0,0.0,13.64,0.0
56,38.91,6.46,18.14,0.0,0.0,0.0,14.31,0.0
57,40.64,7.72,25.36,0.0,0.0,0.0,7.56,0.0
58,42.16,9.59,30.93,0.0,0.0,0.0,1.63,0.0
59,43.4,11.71,36.0,4.31,0.0,0.0,0.0,0.0
60,44.32,5.92,36.82,0.0,0.0,0.2815,1.59,0.0
61,44.89,7.19,35.76,0.0,0.0,0.2815,1.95,0.0
62,45.09,4.0,31.74,0.0,0.0,0.2815,9.35,0.0
63,44.89,4.27,25.38,0.0,0.0,0.2815,15.24,0.0
64,44.32,12.89,16.77,0.0,0.0,0.2815,14.66,0.0
65,43.4,15.94,9.82,0.0,0.0,0.2815,17.64,0.0
66,42.16,11.39,0.0,0.0,0.0,0.2815,30.77,0.0
67,40.64,16.58,0.0,0.0,0.0,0.2815,24.06,0.0
68,38.91,15.02,0.0,0.0,0.0,0.2815,23.89,0.0
69,37.04,11.91,0.0,0.0,0.0,0.2815,25.12,0.0
70,35.09,16.45,0.0,0.0,0.0,0.2815,18.64,0.0
71,35.09,21.42,0.0,0.0,0.0,0.2815,13.67,0.0
72,35.13,15.42,0.0,0.0,0.0,0.2815,19.71,0.0
73,35.13,21.52,0.0,0.0,0.0,0.2815,13.61,0.0
74,35.13,4.84,0.0,0.0,0.0,0.2815,30.28,0.0
75,35.13,17.62,0.0,0.0,0.0,0.2815,17.51,0.0
76,35.13,13.95,0.0,0.0,0.0,0.2815,21.18,0.0
77,35.13,11.51,0.0,0.0,0.0,0.2815,23.62,0.0
78,35.13,12.03,0.0,0.0,0.0,0.2815,23.1,0.0
79,37.08,2.93,7.86,0.0,0.0,0.2815,26.29,0.0
80,38.96,8.87,18.49,0.0,0.0,0.2815,11.6,0.0
81,40.68,10.31,25.37,0.0,0.0,0.2815,5.01,0.0
82,42.2,14.05,32.01,3.86,0.0,0.2815,0.0,0.0
83,43.44,5.89,36.44,0.0,0.0,0.5337,1.11,0.0
84,44.37,4.63,36.04,0.0,0.0,0.5337,3.69,0.0
85,44.94,5.96,34.98,0.0,0.0,0.5337,4.0,0.0
86,45.13,11.86,32.64,0.0,0.0,0.5337,0.62,0.0
87,44.94,10.2,27.45,0.0,0.0,0.5337,7.29,0.0
88,44.37,7.66,18.53,0.0,0.0,0.5337,18.18,0.0
89,43.44,12.66,8.82,0.0,0.0,0.5337,21.97,0.0
90,42.2,12.05,0.0,0.0,0.0,0.5337,30.15,0.0
91,40.68,16.45,0.0,0.0,0.0,0.5337,24.24,0.0
92,38.96,10.88,0.0,0.0,7.37,0.5337,20.7,0.0
93,37.08,13.15,0.0,0.0,0.0,0.0,23.93,0.0
94,35.13,13.51,0.0,0.0,0.0,0.0,21.62,0.0
95,35.13,9.73,0.0,0.0,0.0,0.0,25.4,0.0
96,35.17,16.71,0.0,0.0,0.0,0.0,18.46,0.0
97,35.17,16.44,0.0,0.0,0.0,0.0,18.73,0.0
98,35.17,15.05,0.0,0.0,0.0,0.0,20.12,0.0
99,35.17,13.5,0.0,0.0,0.0,0.0,21.67,0.0
100,35.17,8.1,0.0,0.0,0.0,0.0,27.07,0.0
101,35.17,11.04,0.0,0.0,0.0,0.0,24.14,0.0
102,35.17,10.33,0.0,0.0,0.0,0.0,24.84,0.0
103,37.12,7.54,9.69,0.0,0.0,0.0,19.89,0.0
104,39.0,9.09,18.5,0.0,0.0,0.0,11.4,0.0
105,40.73,10.49,25.5,0.0,0.0,0.0,4.74,0.0
106,42.24,15.63,31.12,4.51,0.0,0.0,0.0,0.0
107,43.49,8.59,35.97,1.07,0.0,0.2946,0.0,0.0
108,44.41,8.78,36.33,0.69,0.0,0.3642,0.0,0.0
109,44.98,7.62,36.51,0.0,0.85,0.4095,0.0,0.0
110,45.17,0.83,32.82,0.0,4.8,0.3476,6.72,0.0
111,44.98,8.81,26.49,0.0,0.0,0.0,9.68,0.0
112,44.41,9.95,18.99,0.0,0.0,0.0,15.47,0.0
113,43.49,20.24,7.44,0.0,0.0,0.0,15.8,0.0
114,42.24,10.92,0.0,0.0,0.0,0.0,31.33,0.0
115,40.73,13.85,0.0,0.0,0.0,0.0,26.88,0.0
116,39.0,13.48,0.0,0.0,0.0,0.0,25.52,0.0
117,37.12,9.87,0.0,0.0,0.0,0.0,27.25,0.0
118,35.17,19.48,0.0,0.0,0.0,0.0,15.69,0.0
119,35.17,18.35,0.0,0.0,0.0,0.0,16.82,0.0
120,35.21,18.63,0.0,0.0,0.0,0.0,16.59,0.0
121,35.21,11.88,0.0,0.0,0.0,0.0,23.34,0.0
122,35.21,20.49,0.0,0.0,0.0,0.0,14.73,0.0
123,35.21,8.96,0.0,0.0,0.0,0.0,26.26,0.0
124,35.21,15.89,0.0,0.0,0.0,0.0,19.33,0.0
125,35.21,21.19,0.0,0.0,0.0,0.0,14.02,0.0
126,35.21,7.81,0.0,0.0,0.0,0.0,27.41,0.0
127,37.17,8.45,8.31,0.0,0.0,0.0,20.4,0.0
128,39.04,10.1,16.97,0.0,0.0,0.0,11.97,0.0
129,40.77,6.95,26.41,0.0,0.0,0.0,7.42,0.0
130,42.29,2.26,31.54,0.0,0.0,0.0,8.49,0.0
131,43.53,8.17,37.29,1.92,0.0,0.0,0.0,0.0
132,44.45,3.63,37.2,0.0,1.48,0.1257,2.14,0.0
133,45.02,9.74,35.02,0.0,0.26,0.019,0.0,0.0
134,45.21,4.71,30.73,0.0,0.0,0.0,9.77,0.0
135,45.02,14.94,27.42,0.0,0.0,0.0,2.66,0.0
136,44.45,6.67,18.19,0.0,0.0,0.0,19.6,0.0
137,43.53,9.4,9.47,0.0,0.0,0.0,24.66,0.0
138,42.29,14.83,0.0,0.0,0.0,0.0,27.46,0.0
139,40.77,7.88,0.0,0.0,0.0,0.0,32.89,0.0
140,39.04,14.49,0.0,0.0,0.0,0.0,24.55,0.0
141,37.17,19.5,0.0,0.0,0.0,0.0,17.67,0.0
142,35.21,8.77,0.0,0.0,0.0,0.0,26.44,0.0
143,35.21,16.14,0.0,0.0,0.0,0.0,19.08,0.0
144,35.26,16.56,0.0,0.0,0.0,0.0,18.7,0.0
145,35.26,18.45,0.0,0.0,0.0,0.0,16.8,0.0
146,35.26,10.21,0.0,0.0,0.0,0.0,25.05,0.0
147,35.26,9.27,0.0,0.0,0.0,0.0,25.99,0.0
148,35.26,15.63,0.0,0.0,0.0,0.0,19.63,0.0
149,35.26,13.82,0.0,0.0,0.0,0.0,21.44,0.0
150,35.26,12.63,0.0,0.0,0.0,0.0,22.63,0.0
151,37.21,11.99,7.63,0.0,0.0,0.0,17.58,0.0
152,39.08,7.06,18.68,0.0,0.0,0.0,13.34,0.0
153,40.81,9.81,26.73,0.0,0.0,0.0,4.27,0.0
154,42.33,9.42,31.81,0.0,0.0,0.0,1.1,0.0
155,43.57,5.11,37.51,0.0,0.0,0.0,0.95,0.0
156,44.5,15.02,37.06,7.59,0.0,0.0,0.0,0.0
157,45.07,9.74,35.01,0.0,0.0,0.4956,0.32,0.0
158,45.26,3.65,31.71,0.0,0.0,0.4956,9.9,0.0
159,45.07,11.46,26.3,0.0,6.85,0.4956,0.46,0.0
160,44.5,5.91,18.19,0.0,0.0,0.0,20.39,0.0
161,43.57,13.71,7.68,0.0,0.0,0.0,22.18,0.0
162,42.33,16.16,0.0,0.0,0.0,0.0,26.17,0.0
163,40.81,9.47,0.0,0.0,0.0,0.0,31.35,0.0
164,39.08,17.35,0.0,0.0,0.0,0.0,21.74,0.0
165,37.21,16.01,0.0,0.0,0.0,0.0,21.2,0.0
166,35.26,18.22,0.0,0.0,0.0,0.0,17.04,0.0
167,35.26,22.79,0.0,0.0,0.0,0.0,12.46,0.0
168,35.3,14.58,0.0,0.0,0.0,0.0,20.72,0.0
169,35.3,12.47,0.0,0.0,0.0,0.0,22.83,0.0
170,35.3,11.55,0.0,0.0,0.0,0.0,23.75,0.0
171,35.3,11.22,0.0,0.0,0.0,0.0,24.08,0.0
172,35.3,13.29,0.0,0.0,0.0,0.0,22.01,0.0
173,35.3,13.98,0.0,0.0,0.0,0.0,21.32,0.0
174,35.3,12.72,0.0,0.0,0.0,0.0,22.58,0.0
175,37.25,13.86,9.75,0.0,0.0,0.0,13.64,0.0
176,39.13,9.75,19.37,0.0,0.0,0.0,10.01,0.0
177,40.86,14.55,27.32,1.02,0.0,0.0,0.0,0.0
178,42.37,7.25,32.72,0.0,0.92,0.0664,1.49,0.0
179,43.62,18.47,36.56,11.42,0.0,0.0,0.0,0.0
180,44.54,10.19,37.46,3.11,0.0,0.7461,0.0,0.0
181,45.11,4.55,37.54,0.0,3.02,0.9491,0.0,0.0
182,45.3,4.11,33.36,0.0,0.0,0.7306,7.83,0.0
183,45.11,10.77,25.15,0.0,0.0,0.7306,9.18,0.0
184,44.54,8.83,18.13,0.0,0.0,0.7306,17.58,0.0
185,43.62,13.42,7.56,0.0,0.0,0.7306,22.64,0.0
186,42.37,13.49,0.0,0.0,0.0,0.7306,28.88,0.0
187,40.86,12.37,0.0,0.0,0.0,0.7306,28.49,0.0
188,39.13,10.3,0.0,0.0,0.0,0.7306,28.83,0.0
189,37.25,8.5,0.0,0.0,0.0,0.7306,28.75,0.0
190,35.3,13.28,0.0,0.0,10.09,0.7306,11.93,0.0
191,35.3,18.74,0.0,0.0,0.0,0.0,16.56,0.0
192,35.34,16.36,0.0,0.0,0.0,0.0,18.98,0.0
193,35.34,10.55,0.0,0.0,0.0,0.0,24.79,0.0
194,35.34,15.68,0.0,0.0,0.0,0.0,19.66,0.0
195,35.34,15.89,0.0,0.0,0.0,0.0,19.45,0.0
196,35.34,10.14,0.0,0.0,0.0,0.0,25.2,0.0
197,35.34,13.24,0.0,0.0,0.0,0.0,22.1,0.0
198,35.34,11.86,0.0,0.0,0.0,0.0,23.48,0.0
199,37.29,6.18,9.79,0.0,0.0,0.0,21.32,0.0
200,39.17,11.08,17.92,0.0,0.0,0.0,10.16,0.0
201,40.9,11.07,27.6,0.0,0.0,0.0,2.23,0.0
202,42.41,12.48,31.96,2.03,0.0,0.0,0.0,0.0
203,43.66,11.98,34.79,3.11,0.0,0.1328,0.0,0.0
204,44.58,2.38,36.86,0.0,0.0,0.3361,5.34,0.0
205,45.15,4.23,36.15,0.0,4.64,0.3361,0.13,0.0
206,45.34,10.27,33.74,0.0,0.0,0.0,1.33,0.0
207,45.15,10.88,25.56,0.0,0.0,0.0,8.7,0.0
208,44.58,11.7,17.54,0.0,0.0,0.0,15.35,0.0
209,43.66,25.62,10.02,0.0,0.0,0.0,8.01,0.0
210,42.41,13.86,0.0,0.0,0.0,0.0,28.56,0.0
211,40.9,17.06,0.0,0.0,0.0,0.0,23.84,0.0
212,39.17,17.3,0.0,0.0,0.0,0.0,21.87,0.0
213,37.29,16.92,0.0,0.0,0.0,0.0,20.37,0.0
214,35.34,13.78,0.0,0.0,0.0,0.0,21.56,0.0
215,35.34,18.35,0.0,0.0,0.0,0.0,16.99,0.0
216,35.39,12.51,0.0,0.0,0.0,0.0,22.87,0.0
217,35.39,14.46,0.0,0.0,0.0,0.0,20.92,0.0
218,35.39,13.11,0.0,0.0,0.0,0.0,22.28,0.0
219,35.39,14.7,0.0,0.0,0.0,0.0,20.69,0.0
220,35.39,22.58,0.0,0.0,0.0,0.0,12.81,0.0
221,35.39,5.37,0.0,0.0,0.0,0.0,30.02,0.0
222,35.39,14.3,0.0,0.0,0.0,0.0,21.09,0.0
223,37.34,4.34,7.25,0.0,0.0,0.0,25.74,0.0
224,39.21,7.85,16.75,0.0,0.0,0.0,14.62,0.0
225,40.94,13.11,27.58,0.0,0.0,0.0,0.25,0.0
226,42.46,8.51,32.64,0.0,0.0,0.0,1.31,0.0
227,43.7,3.67,36.45,0.0,0.0,0.0,3.57,0.0
228,44.62,4.95,38.4,0.0,0.0,0.0,1.27,0.0
229,45.19,10.51,37.92,3.24,0.0,0.0,0.0,0.0
230,45.39,5.42,33.35,0.0,0.0,0.2115,6.62,0.0
231,45.19,9.72,27.56,0.0,0.0,0.2115,7.91,0.0
232,44.62,9.86,18.94,0.0,0.0,0.2115,15.83,0.0
233,43.7,8.08,7.6,0.0,2.92,0.2115,25.09,0.0
234,42.46,19.97,0.0,0.0,0.0,0.0,22.49,0.0
235,40.94,15.1,0.0,0.0,0.0,0.0,25.84,0.0
236,39.21,5.69,0.0,0.0,0.0,0.0,33.52,0.0
237,37.34,15.1,0.0,0.0,0.0,0.0,22.23,0.0
238,35.39,12.42,0.0,0.0,0.0,0.0,22.96,0.0
239,35.39,18.7,0.0,0.0,0.0,0.0,16.68,0.0
240,35.43,12.42,0.0,0.0,0.0,0.0,23.0,0.0
241,35.43,14.93,0.0,0.0,0.0,0.0,20.5,0.0
242,35.43,16.95,0.0,0.0,0.0,0.0,18.48,0.0
243,35.43,17.74,0.0,0.0,0.0,0.0,17.69,0.0
244,35.43,8.89,0.0,0.0,0.0,0.0,26.54,0.0
245,35.43,11.32,0.0,0.0,0.0,0.0,24.11,0.0
246,35.43,9.77,0.0,0.0,0.0,0.0,25.66,0.0
247,37.38,8.07,9.12,0.0,0.0,0.0,20.19,0.0
248,39.26,16.54,17.17,0.0,0.0,0.0,5.54,0.0
249,40.98,10.44,25.35,0.0,0.0,0.0,5.19,0.0
250,42.5,3.34,33.53,0.0,0.0,0.0,5.63,0.0
251,43.74,11.43,36.72,3.34,0.0,0.0,0.0,1.06
252,44.67,15.98,37.19,8.5,0.0,0.2184,0.0,0.0
253,45.24,11.88,36.82,3.46,0.0,0.7738,0.0,0.0
254,45.43,2.33,33.58,0.0,0.0,1.0,9.51,0.0
255,45.24,6.98,24.81,0.0,13.45,1.0,0.0,0.0
256,44.67,14.6,17.65,0.0,0.0,0.0267,12.42,0.0
257,43.74,7.86,7.43,0.0,0.0,0.0267,28.45,0.0
258,42.5,13.34,0.0,0.0,0.37,0.0267,28.79,0.0
259,40.98,15.64,0.0,0.0,0.0,0.0,25.35,0.0
