Hour,Load,P_WT,P_PV,P_ST_Charge,P_ST_Discharge,SOC,P_Grid_Buy,P_Grid_Sell
0,35.0,38.51,0.0,3.51,0.0,0.5,0.0,0.0
1,35.0,28.67,0.0,0.0,6.33,0.9,0.0,0.0
2,35.0,35.0,0.0,0.0,0.0,0.1,0.0,0.0
3,35.0,42.01,0.0,7.01,0.0,0.1,0.0,0.0
4,35.0,28.05,0.0,0.0,6.33,0.9,0.62,0.0
5,35.0,25.98,0.0,0.0,0.0,0.1,9.02,0.0
6,35.0,39.33,0.0,4.33,0.0,0.1,0.0,0.0
7,36.95,19.43,17.52,0.0,0.0,0.5941,0.0,0.0
8,38.83,0.0,38.83,0.0,0.0,0.5941,0.0,0.0
9,40.56,0.0,40.56,0.0,0.0,0.5941,0.0,0.0
10,42.07,0.0,42.07,0.0,0.0,0.5941,0.0,0.0
11,43.31,0.0,43.31,0.0,0.0,0.5941,0.0,0.0
12,44.24,0.0,44.24,0.0,0.0,0.5941,0.0,0.0
13,44.81,1.04,39.86,0.0,3.91,0.5941,0.0,0.0
14,45.0,3.51,41.49,0.0,0.0,0.1,0.0,0.0
15,44.81,0.0,44.81,0.0,0.0,0.1,0.0,0.0
16,44.24,12.77,38.48,7.01,0.0,0.1,0.0,0.0
17,43.31,22.14,21.18,0.0,0.0,0.9,0.0,0.0
18,42.07,17.97,0.0,0.0,3.45,0.9,20.65,0.0
19,40.56,15.86,0.0,0.0,0.0,0.4638,24.7,0.0
20,38.83,42.65,0.0,3.82,0.0,0.4638,0.0,0.0
21,36.95,29.9,0.0,0.0,6.33,0.9,0.72,0.0
22,35.0,33.78,0.0,0.0,0.0,0.1,1.22,0.0
23,35.0,21.83,0.0,0.0,0.0,0.1,13.17,0.0
24,35.04,29.68,0.0,0.0,0.0,0.1,5.36,0.0
25,35.04,35.01,0.0,0.0,0.0,0.1,0.03,0.0
26,35.04,23.32,0.0,0.0,0.0,0.1,11.73,0.0
27,35.04,35.07,0.0,0.02,0.0,0.1,0.0,0.0
28,35.04,24.9,0.0,0.0,0.0,0.1025,10.14,0.0
29,35.04,25.48,0.0,0.0,0.0,0.1025,9.56,0.0
30,35.04,20.6,0.0,0.0,0.0,0.1025,14.45,0.0
31,36.99,17.64,19.35,0.0,0.0,0.1025,0.0,0.0
32,38.87,0.0,38.87,0.0,0.0,0.1025,0.0,0.0
33,40.6,0.0,40.6,0.0,0.0,0.1025,0.0,0.0
34,42.11,0.0,42.11,0.0,0.0,0.1025,0.0,0.0
35,43.36,0.0,43.36,0.0,0.0,0.1025,0.0,0.0
36,44.28,0.0,44.28,0.0,0.0,0.1025,0.0,0.0
37,44.85,0.64,44.19,0.0,0.02,0.1025,0.0,0.0
