Hour,Load,P_WT,P_PV,P_ST_Charge,P_ST_Discharge,SOC,P_Grid_Buy,P_Grid_Sell
0,35.0,35.0,0.0,0.0,0.0,0.5,0.0,0.0
1,35.0,1.54,0.0,0.0,33.46,0.5,0.0,0.0
2,35.0,35.0,0.0,0.0,0.0,0.4011,0.0,0.0
3,35.0,20.0,0.0,0.0,50.0,0.4011,0.0,35.0
4,35.0,35.0,0.0,0.0,0.0,0.2533,0.0,0.0
5,35.0,38.45,0.0,0.0,31.55,0.2533,0.0,35.0
6,35.0,0.0,0.0,0.0,0.0,0.16,35.0,0.0
7,36.95,36.95,0.0,0.0,0.0,0.16,0.0,0.0
8,38.83,25.81,27.71,0.0,20.3,0.16,0.0,35.0
9,40.56,5.56,0.0,0.0,0.0,0.1,35.0,0.0
10,42.07,21.24,20.84,0.0,0.0,0.1,0.0,0.0
11,43.31,19.94,23.38,0.0,0.0,0.1,0.0,0.0
12,44.24,9.24,0.0,0.0,0.0,0.1,35.0,0.0
13,44.81,1.54,57.87,0.0,0.0,0.1,0.0,14.6
14,45.0,5.2,39.8,0.0,0.0,0.1,0.0,0.0
15,44.81,15.49,38.9,44.59,0.0,0.1,35.0,0.0
16,44.24,18.9,25.33,0.0,0.0,0.219,0.0,0.0
17,43.31,38.84,14.71,0.0,24.76,0.219,0.0,35.0
18,42.07,26.59,0.0,0.0,15.48,0.1458,0.0,0.0
19,40.56,5.56,0.0,0.0,0.0,0.1,35.0,0.0
20,38.83,38.83,0.0,0.0,0.0,0.1,0.0,0.0
21,36.95,36.95,0.0,0.0,0.0,0.1,0.0,0.0
22,35.0,42.87,0.0,7.87,0.0,0.1,0.0,0.0
23,35.0,32.3,0.0,0.0,2.7,0.121,0.0,0.0
24,35.04,35.04,0.0,0.0,0.0,0.113,0.0,0.0
25,35.04,51.82,0.0,0.0,0.0,0.113,0.0,16.78
26,35.04,34.51,0.0,34.47,0.0,0.113,35.0,0.0
27,35.04,35.04,0.0,0.0,0.0,0.205,0.0,0.0
28,35.04,36.85,0.0,1.81,0.0,0.205,0.0,0.0
29,35.04,37.72,0.0,2.67,0.0,0.2098,0.0,0.0
30,35.04,30.48,0.0,0.0,39.56,0.2169,0.0,35.0
31,36.99,58.39,13.44,0.0,0.0,0.1,0.0,34.84
32,38.87,3.87,0.0,0.0,0.0,0.1,35.0,0.0
33,40.6,0.0,34.59,28.99,0.0,0.1,35.0,0.0
34,42.11,37.58,4.53,0.0,0.0,0.1774,0.0,0.0
35,43.36,10.34,56.68,0.0,11.34,0.1774,0.0,35.0
36,44.28,28.08,58.16,6.96,0.0,0.1438,0.0,35.0
37,44.85,0.94,53.78,0.0,0.0,0.1624,0.0,9.87
38,45.04,10.24,47.5,12.7,0.0,0.1624,0.0,0.0
39,44.85,31.65,40.13,26.93,0.0,0.1963,0.0,0.0
40,44.28,41.16,27.03,23.92,0.0,0.2681,0.0,0.0
41,43.36,0.0,8.36,0.0,0.0,0.3319,35.0,0.0
42,42.11,36.66,0.0,0.0,40.45,0.3319,0.0,35.0
43,40.6,37.6,0.0,0.0,38.0,0.2123,0.0,35.0
44,38.87,3.87,0.0,0.0,0.0,0.1,35.0,0.0
45,36.99,36.99,0.0,0.0,0.0,0.1,0.0,0.0
46,35.04,43.29,0.0,43.24,0.0,0.1,35.0,0.0
47,35.04,51.14,0.0,16.1,0.0,0.2154,0.0,0.0
48,35.09,55.21,0.0,0.0,0.0,0.2583,0.0,20.12
49,35.09,27.99,0.0,0.0,42.09,0.2583,0.0,35.0
50,35.09,53.26,0.0,18.17,0.0,0.1339,0.0,0.0
51,35.09,42.22,0.0,0.0,27.86,0.1824,0.0,35.0
52,35.09,35.09,0.0,0.0,0.0,0.1,0.0,0.0
53,35.09,12.56,0.0,12.47,0.0,0.1,35.0,0.0
54,35.09,35.09,0.0,0.0,0.0,0.1333,0.0,0.0
55,37.04,46.68,14.11,0.0,11.25,0.1333,0.0,35.0
56,38.91,21.1,28.1,0.0,0.0,0.1,0.0,10.29
57,40.64,0.0,5.64,0.0,0.0,0.1,35.0,0.0
58,42.16,31.33,47.91,2.08,0.0,0.1,0.0,35.0
59,43.4,38.25,5.15,0.0,0.0,0.1056,0.0,0.0
60,44.32,9.32,0.0,0.0,0.0,0.1056,35.0,0.0
61,44.89,23.49,0.08,13.68,0.0,0.1056,35.0,0.0
62,45.09,13.06,49.16,17.13,0.0,0.1421,0.0,0.0
63,44.89,13.93,39.32,0.0,0.0,0.1878,0.0,8.36
64,44.32,42.1,2.22,0.0,0.0,0.1878,0.0,0.0
65,43.4,52.08,15.21,23.89,0.0,0.1878,0.0,0.0
66,42.16,37.21,0.0,0.0,4.94,0.2515,0.0,0.0
67,40.64,54.17,0.0,0.0,21.47,0.2369,0.0,35.0
68,38.91,49.08,0.0,0.0,24.83,0.1734,0.0,35.0
69,37.04,37.04,0.0,0.0,0.0,0.1,0.0,0.0
70,35.09,35.09,0.0,0.0,0.0,0.1,0.0,0.0
71,35.09,56.32,0.0,21.23,0.0,0.1,0.0,0.0
72,35.13,50.37,0.0,0.0,0.0,0.1566,0.0,15.25
73,35.13,70.29,0.0,0.16,0.0,0.1566,0.0,35.0
74,35.13,15.83,0.0,0.0,19.3,0.1571,0.0,0.0
75,35.13,35.13,0.0,0.0,0.0,0.1,0.0,0.0
76,35.13,13.9,0.0,13.77,0.0,0.1,35.0,0.0
77,35.13,37.61,0.0,2.48,0.0,0.1367,0.0,0.0
78,35.13,39.28,0.0,39.16,0.0,0.1433,35.0,0.0
79,37.08,9.56,12.18,0.0,50.0,0.2478,0.0,34.66
80,38.96,28.97,28.63,0.0,0.0,0.1,0.0,18.65
81,40.68,33.67,31.65,24.63,0.0,0.1,0.0,0.0
82,42.2,45.9,0.0,3.7,0.0,0.1657,0.0,0.0
83,43.44,19.25,24.19,0.0,0.0,0.1756,0.0,0.0
