Hour,Load,P_WT,P_PV,P_ST_Charge,P_ST_Discharge,SOC,P_Grid_Buy,P_Grid_Sell
0,35.0,2.3,0.0,0.0,2.7,0.5,30.0,0.0
1,35.0,1.95,0.0,0.0,3.05,0.4791,30.0,0.0
2,35.0,2.3,0.0,0.0,2.7,0.4557,30.0,0.0
3,35.0,2.67,0.0,0.0,2.33,0.4349,30.0,0.0
4,35.0,1.67,0.0,0.0,3.33,0.4169,30.0,0.0
5,35.0,1.54,0.0,0.0,3.46,0.3912,30.0,0.0
6,35.0,2.34,0.0,0.0,2.66,0.3645,30.0,0.0
7,36.95,1.79,7.6,2.44,0.0,0.344,30.0,0.0
8,38.83,1.04,17.3,9.51,0.0,0.361,30.0,0.0
9,40.56,1.45,25.36,16.25,0.0,0.4271,30.0,0.0
10,42.07,0.85,31.48,0.0,3.94,0.5402,5.8,0.0
11,43.31,0.0,0.0,0.0,43.31,0.5099,0.0,0.0
12,44.24,1.14,36.22,23.13,0.0,0.1758,30.0,0.0
13,44.81,0.06,36.12,21.38,0.0,0.3368,30.0,0.0
14,45.0,0.21,31.31,16.52,0.0,0.4856,30.0,0.0
15,44.81,0.88,24.28,10.36,0.0,0.6006,30.0,0.0
16,44.24,0.76,18.23,4.75,0.0,0.6727,30.0,0.0
17,43.31,1.56,9.18,0.0,2.57,0.7057,30.0,0.0
18,42.07,1.07,0.0,0.0,11.0,0.6858,30.0,0.0
19,40.56,0.94,0.0,0.0,9.61,0.601,30.0,0.0
20,38.83,2.53,0.0,0.0,6.29,0.5269,30.0,0.0
21,36.95,1.78,0.0,0.0,5.17,0.4783,30.0,0.0
22,35.0,2.01,0.0,0.0,2.99,0.4384,30.0,0.0
23,35.0,1.3,0.0,0.0,3.7,0.4154,30.0,0.0
24,35.04,1.76,0.0,0.0,3.28,0.3868,30.0,0.0
25,35.04,2.08,0.0,0.0,2.96,0.3615,30.0,0.0
26,35.04,1.39,0.0,0.0,3.66,0.3387,30.0,0.0
27,35.04,2.08,0.0,0.0,2.96,0.3105,30.0,0.0
28,35.04,1.48,0.0,0.0,3.56,0.2877,30.0,0.0
29,35.04,1.51,0.0,0.0,3.53,0.2602,30.0,0.0
30,35.04,1.22,0.0,0.0,3.82,0.233,30.0,0.0
31,36.99,2.34,8.39,3.74,0.0,0.2035,30.0,0.0
32,38.87,1.27,17.47,9.87,0.0,0.2295,30.0,0.0
33,40.6,0.63,25.07,15.1,0.0,0.2983,30.0,0.0
34,42.11,1.51,31.26,0.0,39.34,0.4034,0.0,30.0
35,43.36,0.42,35.38,1.92,0.0,0.1,9.48,0.0
36,44.28,1.13,36.3,23.15,0.0,0.1133,30.0,0.0
37,44.85,0.04,33.57,18.75,0.0,0.2745,30.0,0.0
38,45.04,0.41,29.65,15.02,0.0,0.405,30.0,0.0
39,44.85,1.27,25.05,11.47,0.0,0.5095,30.0,0.0
40,44.28,1.65,16.87,4.24,0.0,0.5893,30.0,0.0
41,43.36,1.49,9.38,0.0,2.49,0.6189,30.0,0.0
42,42.11,1.47,0.0,0.0,10.64,0.5997,30.0,0.0
43,40.6,1.51,0.0,0.0,9.09,0.5176,30.0,0.0
44,38.87,1.03,0.0,0.0,7.84,0.4475,30.0,0.0
45,36.99,1.52,0.0,0.0,5.47,0.3871,30.0,0.0
46,35.04,1.74,0.0,0.0,3.3,0.3449,30.0,0.0
47,35.04,2.56,0.0,0.0,2.48,0.3194,30.0,0.0
48,35.09,2.22,0.0,0.0,2.87,0.3003,30.0,0.0
49,35.09,1.12,0.0,0.0,3.96,0.2781,30.0,0.0
50,35.09,2.14,0.0,0.0,2.95,0.2476,30.0,0.0
51,35.09,1.7,0.0,0.0,3.39,0.2249,30.0,0.0
52,35.09,1.44,0.0,0.0,3.65,0.1987,30.0,0.0
53,35.09,1.98,0.0,0.0,3.11,0.1706,30.0,0.0
54,35.09,2.06,0.0,0.0,3.03,0.1466,30.0,0.0
55,37.04,1.87,8.81,3.64,0.0,0.1233,30.0,0.0
56,38.91,0.85,17.54,9.48,0.0,0.1486,30.0,0.0
57,40.64,1.01,24.52,14.89,0.0,0.2146,30.0,0.0
58,42.16,1.26,29.9,0.0,0.0,0.3182,10.99,0.0
59,43.4,0.0,34.81,0.0,0.0,0.3182,8.6,0.0
60,44.32,0.78,35.59,22.05,0.0,0.3182,30.0,0.0
61,44.89,0.94,34.57,20.62,0.0,0.4716,30.0,0.0
62,45.09,0.52,30.68,16.12,0.0,0.6151,30.0,0.0
63,44.89,0.56,24.54,10.21,0.0,0.7274,30.0,0.0
64,44.32,1.69,16.22,3.58,0.0,0.7984,30.0,0.0
65,43.4,2.09,9.49,0.0,1.82,0.8233,30.0,0.0
66,42.16,1.49,0.0,0.0,10.66,0.8093,30.0,0.0
67,40.64,2.18,0.0,0.0,8.47,0.7271,30.0,0.0
68,38.91,1.97,0.0,0.0,6.94,0.6618,30.0,0.0
69,37.04,1.56,0.0,0.0,5.47,0.6083,30.0,0.0
70,35.09,2.16,0.0,0.0,2.93,0.5661,30.0,0.0
71,35.09,0.0,0.0,0.0,5.09,0.5435,30.0,0.0
72,35.13,2.02,0.0,0.0,3.11,0.5043,30.0,0.0
73,35.13,0.0,0.0,0.0,5.13,0.4803,30.0,0.0
74,35.13,0.0,0.0,0.0,5.13,0.4407,30.0,0.0
75,35.13,0.0,0.0,0.0,5.13,0.4012,30.0,0.0
76,35.13,0.0,0.0,0.0,5.13,0.3616,30.0,0.0
77,35.13,1.51,0.0,0.0,3.62,0.3221,30.0,0.0
78,35.13,1.58,0.0,0.0,3.55,0.2942,30.0,0.0
79,37.08,0.38,7.6,0.9,0.0,0.2668,30.0,0.0
80,38.96,1.16,17.87,0.0,0.0,0.2731,19.92,0.0
81,40.68,0.0,24.52,13.84,0.0,0.2731,30.0,0.0
82,42.2,0.0,12.2,0.0,0.0,0.3694,30.0,0.0
83,43.44,0.0,13.44,0.0,0.0,0.3694,30.0,0.0
84,44.37,0.61,34.85,21.09,0.0,0.3694,30.0,0.0
85,44.94,0.78,33.82,19.67,0.0,0.5162,30.0,0.0
86,45.13,1.56,31.56,17.99,0.0,0.653,30.0,0.0
87,44.94,1.34,26.54,12.94,0.0,0.7782,30.0,0.0
88,44.37,1.01,17.92,4.55,0.0,0.8683,30.0,0.0
89,43.44,1.66,8.53,0.0,3.26,0.9,30.0,0.0
90,42.2,1.58,0.0,0.0,10.62,0.8749,30.0,0.0
91,40.68,2.16,0.0,0.0,8.53,0.793,30.0,0.0
92,38.96,1.43,0.0,0.0,7.53,0.7272,30.0,0.0
93,37.08,1.72,0.0,0.0,5.36,0.6692,30.0,0.0
94,35.13,1.77,0.0,0.0,3.36,0.6279,30.0,0.0
95,35.13,1.28,0.0,0.0,3.85,0.602,30.0,0.0
96,35.17,2.19,0.0,0.0,2.98,0.5723,30.0,0.0
97,35.17,2.16,0.0,0.0,3.02,0.5493,30.0,0.0
98,35.17,1.97,0.0,0.0,3.2,0.526,30.0,0.0
99,35.17,1.77,0.0,0.0,3.4,0.5014,30.0,0.0
100,35.17,1.06,0.0,0.0,4.11,0.4751,30.0,0.0
101,35.17,1.45,0.0,0.0,3.72,0.4435,30.0,0.0
102,35.17,1.36,0.0,0.0,3.82,0.4147,30.0,0.0
103,37.12,0.99,9.37,3.24,0.0,0.3853,30.0,0.0
104,39.0,1.19,17.89,0.21,0.0,0.4078,20.13,0.0
105,40.73,1.38,24.66,0.0,0.0,0.4093,14.7,0.0
106,42.24,2.05,30.09,0.0,40.11,0.4093,0.0,30.0
107,43.49,1.13,34.77,0.0,0.0,0.1,7.59,0.0
108,44.41,1.15,35.12,21.86,0.0,0.1,30.0,0.0
109,44.98,1.0,35.3,21.32,0.0,0.2522,30.0,0.0
110,45.17,0.11,28.38,13.31,0.0,0.4005,30.0,0.0
111,44.98,1.16,25.61,11.79,0.0,0.4932,30.0,0.0
112,44.41,1.31,18.36,5.25,0.0,0.5752,30.0,0.0
113,43.49,2.66,7.2,0.0,3.63,0.6118,30.0,0.0
114,42.24,1.43,0.0,0.0,10.81,0.5838,30.0,0.0
115,40.73,0.0,0.0,0.0,10.73,0.5004,30.0,0.0
116,39.0,1.77,0.0,0.0,7.23,0.4177,30.0,0.0
117,37.12,1.29,0.0,0.0,5.83,0.3619,30.0,0.0
118,35.17,2.56,0.0,0.0,2.62,0.317,30.0,0.0
119,35.17,2.41,0.0,0.0,2.76,0.2968,30.0,0.0
120,35.21,2.44,0.0,0.0,2.77,0.2755,30.0,0.0
121,35.21,1.56,0.0,0.0,3.66,0.2541,30.0,0.0
122,35.21,2.69,0.0,0.0,2.53,0.2259,30.0,0.0
123,35.21,1.17,0.0,0.0,4.04,0.2064,30.0,0.0
124,35.21,2.08,0.0,0.0,3.13,0.1752,30.0,0.0
125,35.21,2.78,0.0,0.0,2.44,0.1511,30.0,0.0
126,35.21,1.02,0.0,0.0,4.19,0.1323,30.0,0.0
127,37.17,1.11,8.04,1.98,0.0,0.1,30.0,0.0
128,39.04,1.33,16.41,0.0,1.79,0.1138,19.52,0.0
129,40.77,0.91,25.53,0.0,0.0,0.1,14.33,0.0
130,42.29,0.3,30.49,0.0,0.0,0.1,11.5,0.0
131,43.53,1.07,36.05,23.59,0.0,0.1,30.0,0.0
132,44.45,0.48,35.97,21.99,0.0,0.2642,30.0,0.0
133,45.02,1.28,33.85,20.11,0.0,0.4173,30.0,0.0
134,45.21,0.62,29.71,15.11,0.0,0.5572,30.0,0.0
135,45.02,1.96,26.51,13.45,0.0,0.6624,30.0,0.0
136,44.45,0.87,17.59,4.01,0.0,0.756,30.0,0.0
137,43.53,1.23,9.16,0.0,3.14,0.7839,30.0,0.0
138,42.29,1.94,0.0,0.0,10.34,0.7596,30.0,0.0
139,40.77,1.03,0.0,0.0,9.74,0.6799,30.0,0.0
140,39.04,1.9,0.0,0.0,7.14,0.6048,30.0,0.0
141,37.17,2.56,0.0,0.0,4.61,0.5497,30.0,0.0
142,35.21,1.15,0.0,0.0,4.06,0.5142,30.0,0.0
143,35.21,2.12,0.0,0.0,3.1,0.4829,30.0,0.0
144,35.26,2.17,0.0,0.0,3.09,0.459,30.0,0.0
145,35.26,2.42,0.0,0.0,2.84,0.4352,30.0,0.0
146,35.26,1.34,0.0,0.0,23.15,0.4133,10.76,0.0
147,35.26,1.22,0.0,0.0,4.04,0.2347,30.0,0.0
148,35.26,2.05,0.0,0.0,3.21,0.2036,30.0,0.0
149,35.26,1.81,0.0,0.0,3.45,0.1788,30.0,0.0
150,35.26,1.66,0.0,0.0,3.6,0.1522,30.0,0.0
151,37.21,1.57,7.38,1.74,0.0,0.1245,30.0,0.0
152,39.08,0.93,18.06,9.9,0.0,0.1366,30.0,0.0
153,40.81,1.29,25.85,0.0,13.68,0.2055,0.0,0.0
154,42.33,1.24,30.75,19.66,0.0,0.1,30.0,0.0
155,43.57,0.67,36.26,23.36,0.0,0.2368,30.0,0.0
156,44.5,1.97,35.83,23.3,0.0,0.3994,30.0,0.0
157,45.07,1.28,33.85,0.0,0.0,0.5616,9.94,0.0
158,45.26,0.48,30.66,15.88,0.0,0.5616,30.0,0.0
159,45.07,1.5,25.43,11.87,0.0,0.6721,30.0,0.0
160,44.5,0.78,17.59,3.87,0.0,0.7547,30.0,0.0
161,43.57,1.8,7.43,0.0,4.35,0.7816,30.0,0.0
162,42.33,2.12,0.0,0.0,10.21,0.7481,30.0,0.0
163,40.81,1.24,0.0,0.0,31.46,0.6693,8.12,0.0
164,39.08,2.28,0.0,0.0,6.81,0.4268,30.0,0.0
165,37.21,2.1,0.0,0.0,5.11,0.3743,30.0,0.0
166,35.26,2.39,0.0,0.0,2.87,0.3349,30.0,0.0
167,35.26,2.99,0.0,0.0,2.27,0.3128,30.0,0.0
168,35.3,1.91,0.0,0.0,3.39,0.2953,30.0,0.0
169,35.3,1.64,0.0,0.0,3.66,0.2691,30.0,0.0
170,35.3,1.52,0.0,0.0,3.78,0.2409,30.0,0.0
171,35.3,1.47,0.0,0.0,3.83,0.2117,30.0,0.0
172,35.3,1.74,0.0,0.0,3.56,0.1822,30.0,0.0
173,35.3,1.83,0.0,0.0,3.47,0.1547,30.0,0.0
174,35.3,1.67,0.0,0.0,3.63,0.128,30.0,0.0
175,37.25,1.82,9.43,3.99,0.0,0.1,30.0,0.0
176,39.13,0.0,18.73,0.0,0.0,0.1278,20.4,0.0
177,40.86,1.91,26.41,17.47,0.0,0.1278,30.0,0.0
178,42.37,0.95,31.64,20.21,0.0,0.2494,30.0,0.0
179,43.62,2.42,35.35,0.0,5.84,0.39,0.0,0.0
180,44.54,1.34,36.21,23.01,0.0,0.345,30.0,0.0
181,45.11,0.6,36.29,21.78,0.0,0.5051,30.0,0.0
182,45.3,0.54,32.25,17.49,0.0,0.6567,30.0,0.0
183,45.11,1.41,24.32,10.62,0.0,0.7785,30.0,0.0
184,44.54,0.0,17.53,2.99,0.0,0.8524,30.0,0.0
185,43.62,1.76,7.31,0.0,4.54,0.8732,30.0,0.0
186,42.37,1.77,0.0,0.0,10.6,0.8381,30.0,0.0
187,40.86,1.62,0.0,0.0,9.23,0.7564,30.0,0.0
188,39.13,1.35,0.0,0.0,7.78,0.6852,30.0,0.0
189,37.25,1.12,0.0,0.0,6.14,0.6252,30.0,0.0
190,35.3,1.74,0.0,0.0,3.56,0.5779,30.0,0.0
191,35.3,2.46,0.0,0.0,2.84,0.5504,30.0,0.0
192,35.34,1.69,0.0,0.0,3.65,0.5285,30.0,0.0
193,35.34,1.38,0.0,0.0,3.96,0.5003,30.0,0.0
194,35.34,2.06,0.0,0.0,3.29,0.4698,30.0,0.0
195,35.34,2.08,0.0,0.0,3.26,0.4444,30.0,0.0
196,35.34,1.33,0.0,0.0,34.01,0.4193,0.0,0.0
197,35.34,1.74,0.0,0.0,3.61,0.157,30.0,0.0
198,35.34,1.56,0.0,0.0,3.79,0.1292,30.0,0.0
199,37.29,0.81,9.46,2.98,0.0,0.1,30.0,0.0
200,39.17,0.0,17.33,0.0,0.0,0.1208,21.84,0.0
201,40.9,0.62,26.69,16.41,0.0,0.1208,30.0,0.0
202,42.41,1.64,30.9,20.13,0.0,0.235,30.0,0.0
203,43.66,1.57,33.64,21.55,0.0,0.375,30.0,0.0
204,44.58,0.31,35.64,0.0,0.0,0.525,8.63,0.0
205,45.15,0.55,34.95,20.35,0.0,0.525,30.0,0.0
206,45.34,1.35,32.62,18.62,0.0,0.6667,30.0,0.0
207,45.15,1.43,24.71,10.99,0.0,0.7963,30.0,0.0
208,44.58,1.53,16.96,3.91,0.0,0.8728,30.0,0.0
209,43.66,3.36,9.69,0.0,0.61,0.9,30.0,0.0
210,42.41,1.82,0.0,0.0,10.6,0.8953,30.0,0.0
211,40.9,2.24,0.0,0.0,8.66,0.8136,30.0,0.0
212,39.17,2.27,0.0,0.0,6.9,0.7468,30.0,0.0
213,37.29,2.22,0.0,0.0,5.07,0.6936,30.0,0.0
214,35.34,1.81,0.0,0.0,3.54,0.6545,30.0,0.0
215,35.34,2.41,0.0,0.0,2.94,0.6272,30.0,0.0
216,35.39,1.64,0.0,0.0,3.74,0.6046,30.0,0.0
217,35.39,1.9,0.0,0.0,3.49,0.5757,30.0,0.0
218,35.39,1.72,0.0,0.0,3.67,0.5488,30.0,0.0
219,35.39,1.93,0.0,0.0,3.46,0.5205,30.0,0.0
220,35.39,2.96,0.0,0.0,2.42,0.4938,30.0,0.0
221,35.39,0.7,0.0,0.0,4.68,0.4752,30.0,0.0
222,35.39,1.88,0.0,0.0,3.51,0.439,30.0,0.0
223,37.34,0.57,7.01,0.24,0.0,0.412,30.0,0.0
224,39.21,0.0,0.0,0.0,39.21,0.4137,0.0,0.0
225,40.94,1.72,26.66,0.0,0.0,0.1113,12.56,0.0
226,42.46,1.12,31.56,20.22,0.0,0.1113,30.0,0.0
227,43.7,0.48,35.24,0.0,0.0,0.252,7.98,0.0
228,44.62,0.65,37.13,23.15,0.0,0.252,30.0,0.0
229,45.19,1.38,36.66,22.84,0.0,0.4131,30.0,0.0
230,45.39,0.71,32.25,17.57,0.0,0.5721,30.0,0.0
231,45.19,1.27,26.65,12.73,0.0,0.6944,30.0,0.0
232,44.62,1.29,18.31,4.98,0.0,0.783,30.0,0.0
233,43.7,1.06,7.35,0.0,5.29,0.8176,30.0,0.0
234,42.46,2.62,0.0,0.0,9.84,0.7768,30.0,0.0
235,40.94,1.98,0.0,0.0,8.96,0.7009,30.0,0.0
236,39.21,0.75,0.0,0.0,8.47,0.6318,30.0,0.0
237,37.34,1.98,0.0,0.0,5.36,0.5666,30.0,0.0
238,35.39,1.63,0.0,0.0,3.76,0.5253,30.0,0.0
239,35.39,2.45,0.0,0.0,2.93,0.4963,30.0,0.0
240,35.43,1.63,0.0,0.0,3.8,0.4737,30.0,0.0
241,35.43,1.96,0.0,0.0,3.47,0.4444,30.0,0.0
242,35.43,2.22,0.0,0.0,25.73,0.4176,7.47,0.0
243,35.43,2.33,0.0,0.0,3.1,0.2192,30.0,0.0
244,35.43,1.17,0.0,0.0,4.26,0.1953,30.0,0.0
245,35.43,1.49,0.0,0.0,3.94,0.1624,30.0,0.0
246,35.43,1.28,0.0,0.0,4.15,0.132,30.0,0.0
247,37.38,1.06,8.82,2.5,0.0,0.1,30.0,0.0
248,39.26,2.17,16.6,0.0,0.0,0.1174,20.48,0.0
249,40.98,1.37,24.51,14.9,0.0,0.1174,30.0,0.0
250,42.5,0.44,32.42,20.35,0.0,0.221,30.0,0.0
251,43.74,1.5,35.5,0.0,0.0,0.3627,6.75,0.0
252,44.67,2.1,35.95,23.38,0.0,0.3627,30.0,0.0
253,45.24,1.56,35.6,21.92,0.0,0.5254,30.0,0.0
254,45.43,0.31,32.47,17.35,0.0,0.678,30.0,0.0
255,45.24,0.92,23.99,9.66,0.0,0.7988,30.0,0.0
256,44.67,0.0,0.0,0.0,14.67,0.866,30.0,0.0
257,43.74,1.03,7.19,0.0,5.53,0.7529,30.0,0.0
258,42.5,1.75,0.0,0.0,10.75,0.7103,30.0,0.0
259,40.98,2.05,0.0,0.0,8.93,0.6274,30.0,0.0
260,39.26,1.31,0.0,0.0,7.95,0.5585,30.0,0.0
261,37.38,1.85,0.0,0.0,5.52,0.4972,30.0,0.0
262,35.43,0.31,0.0,0.0,5.12,0.4546,30.0,0.0
263,35.43,1.49,0.0,0.0,3.93,0.4152,30.0,0.0
264,35.47,1.9,0.0,0.0,3.57,0.3848,30.0,0.0
265,35.47,1.38,0.0,0.0,15.5,0.3573,18.6,0.0
266,35.47,2.8,0.0,0.0,2.67,0.2378,30.0,0.0
267,35.47,1.15,0.0,0.0,4.32,0.2172,30.0,0.0
268,35.47,1.55,0.0,0.0,3.92,0.1839,30.0,0.0
269,35.47,1.72,0.0,0.0,3.75,0.1537,30.0,0.0
270,35.47,2.26,0.0,0.0,3.21,0.1248,30.0,0.0
271,37.42,0.66,8.77,2.01,0.0,0.1,30.0,0.0
272,39.3,1.86,19.11,0.0,0.0,0.114,18.33,0.0
273,41.03,0.0,25.91,14.89,0.0,0.114,30.0,0.0
274,42.54,0.58,31.47,0.0,0.0,0.2176,10.49,0.0
275,43.79,1.27,36.45,23.93,0.0,0.2176,30.0,0.0
276,44.71,1.11,36.4,22.8,0.0,0.3841,30.0,0.0
277,45.28,0.72,36.04,21.49,0.0,0.5428,30.0,0.0
278,45.47,1.12,31.16,16.81,0.0,0.6924,30.0,0.0
279,45.28,0.96,26.97,12.66,0.0,0.8094,30.0,0.0
280,44.71,1.32,16.37,0.36,0.0,0.8975,27.38,0.0
281,43.79,1.73,9.85,0.0,2.21,0.9,30.0,0.0
282,42.54,2.33,0.0,0.0,36.6,0.883,3.61,0.0
283,41.03,1.02,0.0,0.0,10.0,0.6007,30.0,0.0
284,39.3,2.87,0.0,0.0,6.43,0.5236,30.0,0.0
285,37.42,0.89,0.0,0.0,6.53,0.474,30.0,0.0
286,35.47,1.89,0.0,0.0,3.58,0.4236,30.0,0.0
287,35.47,2.32,0.0,0.0,3.15,0.396,30.0,0.0
288,35.51,2.17,0.0,0.0,3.34,0.3716,30.0,0.0
289,35.51,1.7,0.0,0.0,3.82,0.3459,30.0,0.0
290,35.51,1.86,0.0,0.0,3.66,0.3164,30.0,0.0
291,35.51,1.63,0.0,0.0,3.88,0.2882,30.0,0.0
292,35.51,1.47,0.0,0.0,4.04,0.2583,30.0,0.0
293,35.51,2.09,0.0,0.0,3.43,0.2272,30.0,0.0
294,35.51,1.7,0.0,0.0,3.81,0.2007,30.0,0.0
295,37.46,1.03,7.0,0.57,0.0,0.1714,30.0,0.0
296,39.34,1.72,16.58,0.0,0.0,0.1753,21.04,0.0
297,41.07,1.32,24.48,0.0,0.0,0.1753,15.28,0.0
298,42.58,1.49,32.82,0.0,0.0,0.1753,8.27,0.0
299,43.83,1.35,35.18,22.7,0.0,0.1753,30.0,0.0
300,44.75,0.59,38.29,24.12,0.0,0.3333,30.0,0.0
301,45.32,0.74,34.79,20.21,0.0,0.5012,30.0,0.0
302,45.51,1.46,33.18,19.13,0.0,0.6418,30.0,0.0
303,45.32,1.47,26.85,13.0,0.0,0.7749,30.0,0.0
304,44.75,1.25,18.47,4.97,0.0,0.8654,30.0,0.0
305,43.83,1.45,7.2,0.0,5.18,0.9,30.0,0.0
306,42.58,2.17,0.0,0.0,10.41,0.86,30.0,0.0
307,41.07,1.35,0.0,0.0,9.72,0.7798,30.0,0.0
308,39.34,2.06,0.0,0.0,7.28,0.7048,30.0,0.0
309,37.46,1.78,0.0,0.0,5.69,0.6486,30.0,0.0
310,35.51,1.85,0.0,0.0,3.66,0.6048,30.0,0.0
311,35.51,2.57,0.0,0.0,2.94,0.5766,30.0,0.0
312,35.55,2.45,0.0,0.0,3.1,0.5539,30.0,0.0
313,35.55,2.43,0.0,0.0,3.13,0.53,30.0,0.0
314,35.55,2.63,0.0,0.0,2.93,0.5058,30.0,0.0
315,35.55,1.89,0.0,0.0,3.66,0.4833,30.0,0.0
316,35.55,2.12,0.0,0.0,3.43,0.455,30.0,0.0
317,35.55,1.49,0.0,0.0,4.06,0.4285,30.0,0.0
318,35.55,1.68,0.0,0.0,3.87,0.3972,30.0,0.0
319,37.51,1.32,0.0,0.0,34.67,0.3674,1.52,0.0
320,39.38,1.31,19.2,11.13,0.0,0.1,30.0,0.0
321,41.11,1.46,25.67,0.0,10.05,0.1775,3.93,0.0
322,42.63,0.66,30.39,18.42,0.0,0.1,30.0,0.0
323,43.87,2.09,36.5,24.72,0.0,0.2282,30.0,0.0
324,44.79,0.49,38.26,0.0,0.0,0.4003,6.04,0.0
325,45.36,0.41,35.85,20.89,0.0,0.4003,30.0,0.0
326,45.55,1.67,28.92,15.04,0.0,0.5457,30.0,0.0
327,45.36,1.56,24.5,10.7,0.0,0.6503,30.0,0.0
328,44.79,1.58,19.13,5.92,0.0,0.7248,30.0,0.0
329,43.87,1.71,7.08,0.0,5.08,0.766,30.0,0.0
330,42.63,1.51,0.0,0.0,11.11,0.7268,30.0,0.0
331,41.11,1.19,0.0,0.0,9.92,0.6411,30.0,0.0
332,39.38,1.81,0.0,0.0,7.57,0.5646,30.0,0.0
333,37.51,1.53,0.0,0.0,5.97,0.5063,30.0,0.0
334,35.55,0.0,0.0,0.0,5.55,0.4602,30.0,0.0
335,35.55,1.94,0.0,0.0,3.62,0.4174,30.0,0.0
336,35.6,0.0,0.0,0.0,5.6,0.3895,30.0,0.0
337,35.6,0.0,0.0,0.0,5.6,0.3463,30.0,0.0
338,35.6,0.0,0.0,0.0,5.6,0.3031,30.0,0.0
339,35.6,0.0,0.0,0.0,5.6,0.26,30.0,0.0
340,35.6,0.0,0.0,0.0,5.6,0.2168,30.0,0.0
341,35.6,0.0,0.0,0.0,5.6,0.1737,30.0,0.0
342,35.6,1.64,0.0,0.0,3.96,0.1305,30.0,0.0
343,37.55,1.13,7.99,1.57,0.0,0.1,30.0,0.0
344,39.42,1.02,18.4,10.0,0.0,0.1109,30.0,0.0
345,41.15,1.27,9.88,0.0,0.0,0.1805,30.0,0.0
346,42.67,0.34,32.31,19.97,0.0,0.1805,30.0,0.0
347,43.91,0.31,36.18,9.34,0.0,0.3196,16.76,0.0
348,44.84,0.64,35.77,21.57,0.0,0.3846,30.0,0.0
349,45.4,0.91,34.64,20.15,0.0,0.5347,30.0,0.0
350,45.6,1.23,31.14,16.78,0.0,0.6749,30.0,0.0
351,45.4,1.91,24.25,10.75,0.0,0.7917,30.0,0.0
352,44.84,1.7,17.94,4.8,0.0,0.8666,30.0,0.0
353,43.91,1.3,9.21,0.0,3.4,0.9,30.0,0.0
