Hour,Load,P_WT,P_PV,P_ST_Charge,P_ST_Discharge,SOC,P_Grid_Buy,P_Grid_Sell
0,35.0,2.3,0.0,0.0,2.7,0.5,30.0,0.0
1,35.0,1.96,0.0,0.0,3.04,0.4791,30.0,0.0
2,35.0,2.31,0.0,0.0,2.69,0.4557,30.0,0.0
3,35.0,2.67,0.0,0.0,2.33,0.4349,30.0,0.0
4,35.0,1.67,0.0,0.0,3.33,0.4169,30.0,0.0
5,35.0,1.55,0.0,0.0,3.45,0.3912,30.0,0.0
6,35.0,2.34,0.0,0.0,2.66,0.3646,30.0,0.0
7,36.95,1.79,5.16,0.0,0.0,0.344,30.0,0.0
8,38.83,1.04,7.79,0.0,0.0,0.344,30.0,0.0
9,40.56,0.0,10.56,0.0,0.0,0.344,30.0,0.0
10,42.07,0.85,31.54,20.32,0.0,0.344,30.0,0.0
11,43.31,0.8,34.1,21.59,0.0,0.4855,30.0,0.0
12,44.24,1.15,36.29,9.58,0.0,0.6358,16.39,0.0
13,44.81,0.06,14.75,0.0,0.0,0.7025,30.0,0.0
14,45.0,0.21,31.37,16.58,0.0,0.7025,30.0,0.0
15,44.81,0.88,24.33,7.01,0.0,0.8179,26.61,0.0
16,44.24,0.76,18.26,4.78,0.0,0.8667,30.0,0.0
17,43.31,0.0,9.2,0.0,32.56,0.9,1.56,0.0
18,42.07,1.07,0.0,0.0,11.0,0.6489,30.0,0.0
19,40.56,0.94,0.0,0.0,9.61,0.564,30.0,0.0
20,38.83,2.54,0.0,0.0,6.29,0.4898,30.0,0.0
21,36.95,1.78,0.0,0.0,5.17,0.4413,30.0,0.0
22,35.0,2.01,0.0,0.0,2.99,0.4014,30.0,0.0
23,35.0,1.3,0.0,0.0,3.7,0.3783,30.0,0.0
24,35.04,1.77,0.0,0.0,3.28,0.3498,30.0,0.0
25,35.04,2.08,0.0,0.0,2.96,0.3245,30.0,0.0
26,35.04,1.39,0.0,0.0,3.66,0.3017,30.0,0.0
27,35.04,2.09,0.0,0.0,2.96,0.2735,30.0,0.0
28,35.04,1.48,0.0,0.0,3.56,0.2506,30.0,0.0
29,35.04,1.52,0.0,0.0,3.53,0.2232,30.0,0.0
30,35.04,1.23,0.0,0.0,3.82,0.196,30.0,0.0
31,36.99,2.35,8.4,3.76,0.0,0.1665,30.0,0.0
32,38.87,1.27,17.51,0.0,0.0,0.1927,20.09,0.0
33,40.6,0.63,25.12,12.15,0.0,0.1927,27.0,0.0
34,42.11,1.51,27.16,16.56,0.0,0.2772,30.0,0.0
35,43.36,0.42,35.44,0.0,0.0,0.3925,7.5,0.0
36,44.28,1.13,36.37,23.22,0.0,0.3925,30.0,0.0
37,44.85,0.04,33.63,18.82,0.0,0.5541,30.0,0.0
38,45.04,0.41,29.7,15.07,0.0,0.6851,30.0,0.0
39,44.85,1.27,25.09,11.51,0.0,0.7901,30.0,0.0
40,44.28,1.65,16.9,4.28,0.0,0.8702,30.0,0.0
41,43.36,1.49,9.4,0.0,2.47,0.9,30.0,0.0
42,42.11,1.47,0.0,0.0,10.64,0.8809,30.0,0.0
43,40.6,1.51,0.0,0.0,9.09,0.7988,30.0,0.0
44,38.87,1.03,0.0,0.0,8.87,0.7287,28.97,0.0
45,36.99,0.66,0.0,0.0,6.33,0.6603,30.0,0.0
46,35.04,1.74,0.0,0.0,3.3,0.6115,30.0,0.0
47,35.04,2.57,0.0,0.0,2.48,0.586,30.0,0.0
