Hour,Load,P_WT,P_PV,P_ST_Charge,P_ST_Discharge,SOC,P_Grid_Buy,P_Grid_Sell
0,35.0,0.0,0.0,0.0,35.0,0.5,0.0,0.0
1,35.0,5.24,0.0,0.0,11.98,0.202,17.78,0.0
2,35.0,6.18,0.0,0.0,0.0,0.1,28.82,0.0
3,35.0,7.16,0.0,1.54,0.0,0.1,29.38,0.0
4,35.0,4.47,0.0,0.0,0.53,0.1118,30.0,0.0
5,35.0,4.14,0.0,0.0,0.86,0.1073,30.0,0.0
6,35.0,6.27,0.0,0.0,0.0,0.1,28.73,0.0
7,36.95,4.8,4.55,0.0,0.0,0.1,27.59,0.0
8,38.83,2.78,10.37,0.0,0.0,0.1,25.68,0.0
9,40.56,3.88,15.2,0.0,0.0,0.1,21.47,0.0
10,42.07,2.29,18.88,2.19,0.0,0.1,23.1,0.0
11,43.31,2.15,20.41,9.24,0.0,0.1168,30.0,0.0
12,44.24,3.07,21.72,10.55,0.0,0.1878,30.0,0.0
13,44.81,0.17,21.66,7.01,0.0,0.2689,30.0,0.0
14,45.0,0.56,18.77,4.33,0.0,0.3228,30.0,0.0
15,44.81,2.37,14.56,2.12,0.0,0.3561,30.0,0.0
16,44.24,2.04,10.93,0.0,1.28,0.3724,30.0,0.0
17,43.31,4.18,5.51,0.0,3.63,0.3615,30.0,0.0
18,42.07,2.86,0.0,0.0,9.21,0.3306,30.0,0.0
19,40.56,2.53,0.0,0.0,8.03,0.2522,30.0,0.0
20,38.83,6.8,0.0,0.0,2.03,0.1839,30.0,0.0
21,36.95,4.77,0.0,0.0,2.18,0.1666,30.0,0.0
22,35.0,5.39,0.0,0.39,0.0,0.148,30.0,0.0
23,35.0,3.48,0.0,0.0,1.52,0.151,30.0,0.0
24,35.04,4.73,0.0,0.0,0.31,0.1381,30.0,0.0
25,35.04,5.58,0.0,0.54,0.0,0.1354,30.0,0.0
26,35.04,3.72,0.0,0.0,1.33,0.1395,30.0,0.0
27,35.04,5.59,0.0,0.55,0.0,0.1283,30.0,0.0
28,35.04,3.97,0.0,0.0,1.07,0.1325,30.0,0.0
29,35.04,4.06,0.0,0.0,0.98,0.1233,30.0,0.0
30,35.04,3.28,0.0,0.0,1.76,0.115,30.0,0.0
31,36.99,6.29,5.03,0.0,0.0,0.1,25.67,0.0
32,38.87,3.4,10.48,0.0,0.0,0.1,24.99,0.0
33,40.6,1.69,15.03,0.0,0.0,0.1,23.88,0.0
34,42.11,4.05,18.74,0.0,0.0,0.1,19.32,0.0
35,43.36,1.11,21.21,8.19,0.0,0.1,29.22,0.0
36,44.28,3.02,21.77,10.51,0.0,0.1629,30.0,0.0
37,44.85,0.1,20.13,5.38,0.0,0.2437,30.0,0.0
38,45.04,1.1,17.78,3.84,0.0,0.285,30.0,0.0
39,44.85,3.41,15.02,3.57,0.0,0.3145,30.0,0.0
40,44.28,4.43,10.12,0.27,0.0,0.3419,30.0,0.0
41,43.36,3.99,5.62,0.0,3.75,0.344,30.0,0.0
42,42.11,3.95,0.0,0.0,8.16,0.3121,30.0,0.0
43,40.6,4.05,0.0,0.0,6.55,0.2426,30.0,0.0
44,38.87,2.77,0.0,0.0,6.1,0.1868,30.0,0.0
