Hour,Load,P_WT,P_PV,P_ST_Charge,P_ST_Discharge,SOC,P_Grid_Buy,P_Grid_Sell
0,35.0,2.27,0.0,0.0,32.73,0.5,0.0,0.0
1,35.0,1.93,0.0,0.0,4.79,0.2488,28.28,0.0
2,35.0,2.28,0.0,0.0,2.72,0.212,30.0,0.0
3,35.0,2.64,0.0,0.0,2.36,0.1911,30.0,0.0
4,35.0,1.65,0.0,0.0,3.35,0.173,30.0,0.0
5,35.0,1.53,0.0,0.0,3.47,0.1473,30.0,0.0
6,35.0,2.31,0.0,0.0,2.69,0.1206,30.0,0.0
7,36.95,1.77,7.4,0.0,0.0,0.1,27.78,0.0
8,38.83,1.03,16.85,0.0,0.0,0.1,20.96,0.0
9,40.56,1.43,24.7,0.0,0.0,0.1,14.43,0.0
10,42.07,0.84,30.66,0.0,0.0,0.1,10.57,0.0
11,43.31,0.79,33.15,0.42,0.0,0.1,9.79,0.0
12,44.24,1.13,35.28,22.17,0.0,0.1029,30.0,0.0
13,44.81,0.06,35.18,20.43,0.0,0.2565,30.0,0.0
14,45.0,0.21,30.5,15.7,0.0,0.398,30.0,0.0
15,44.81,0.87,23.65,9.71,0.0,0.5068,30.0,0.0
16,44.24,0.75,17.75,4.26,0.0,0.5741,30.0,0.0
17,43.31,1.54,8.94,0.0,2.83,0.6036,30.0,0.0
18,42.07,1.06,0.0,0.0,11.02,0.5819,30.0,0.0
19,40.56,0.93,0.0,0.0,9.62,0.4973,30.0,0.0
20,38.83,2.51,0.0,0.0,6.32,0.4235,30.0,0.0
21,36.95,1.76,0.0,0.0,5.19,0.375,30.0,0.0
22,35.0,1.99,0.0,0.0,3.01,0.3351,30.0,0.0
23,35.0,1.28,0.0,0.0,3.72,0.312,30.0,0.0
24,35.04,1.74,0.0,0.0,3.3,0.2834,30.0,0.0
25,35.04,2.06,0.0,0.0,2.99,0.2581,30.0,0.0
26,35.04,1.37,0.0,0.0,3.67,0.2352,30.0,0.0
27,35.04,2.06,0.0,0.0,2.98,0.207,30.0,0.0
28,35.04,1.46,0.0,0.0,3.58,0.1841,30.0,0.0
29,35.04,1.5,0.0,0.0,3.55,0.1566,30.0,0.0
30,35.04,1.21,0.0,0.0,3.83,0.1294,30.0,0.0
31,36.99,2.32,8.17,0.0,0.0,0.1,26.5,0.0
32,38.87,1.26,17.02,0.0,0.0,0.1,20.6,0.0
33,40.6,0.62,24.42,0.0,0.0,0.1,15.56,0.0
34,42.11,1.49,30.45,0.0,0.0,0.1,10.17,0.0
35,43.36,0.41,34.45,2.89,0.0,0.1,11.38,0.0
36,44.28,1.11,35.36,22.19,0.0,0.12,30.0,0.0
37,44.85,0.04,32.69,17.88,0.0,0.2737,30.0,0.0
38,45.04,0.41,28.88,14.24,0.0,0.3976,30.0,0.0
39,44.85,1.26,24.39,10.8,0.0,0.4962,30.0,0.0
40,44.28,1.63,16.43,3.79,0.0,0.571,30.0,0.0
41,43.36,1.47,9.13,0.0,2.75,0.5972,30.0,0.0
42,42.11,1.46,0.0,0.0,10.66,0.5761,30.0,0.0
43,40.6,1.49,0.0,0.0,9.11,0.4943,30.0,0.0
44,38.87,1.02,0.0,0.0,7.85,0.4244,30.0,0.0
45,36.99,1.51,0.0,0.0,5.49,0.3641,30.0,0.0
46,35.04,1.72,0.0,0.0,3.32,0.322,30.0,0.0
47,35.04,2.54,0.0,0.0,2.51,0.2965,30.0,0.0
48,35.09,2.19,0.0,0.0,2.89,0.2773,30.0,0.0
49,35.09,1.11,0.0,0.0,3.97,0.2551,30.0,0.0
50,35.09,2.11,0.0,0.0,2.97,0.2245,30.0,0.0
51,35.09,1.68,0.0,0.0,3.41,0.2017,30.0,0.0
52,35.09,1.42,0.0,0.0,3.66,0.1756,30.0,0.0
53,35.09,1.95,0.0,0.0,3.13,0.1475,30.0,0.0
54,35.09,2.03,0.0,0.0,3.05,0.1234,30.0,0.0
55,37.04,1.85,8.58,0.0,0.0,0.1,26.61,0.0
56,38.91,0.84,17.08,0.0,0.0,0.1,20.99,0.0
57,40.64,1.0,23.88,0.0,0.0,0.1,15.76,0.0
58,42.16,1.24,29.12,0.0,0.0,0.1,11.79,0.0
59,43.4,1.52,33.9,0.21,0.0,0.1,8.2,0.0
60,44.32,0.77,34.66,21.11,0.0,0.1015,30.0,0.0
61,44.89,0.93,33.67,19.71,0.0,0.2477,30.0,0.0
62,45.09,0.52,29.88,15.32,0.0,0.3842,30.0,0.0
63,44.89,0.55,23.9,9.56,0.0,0.4903,30.0,0.0
64,44.32,1.67,15.79,3.14,0.0,0.5565,30.0,0.0
65,43.4,2.07,9.24,0.0,2.09,0.5783,30.0,0.0
66,42.16,1.48,0.0,0.0,10.68,0.5622,30.0,0.0
67,40.64,2.15,0.0,0.0,8.49,0.4803,30.0,0.0
68,38.91,1.95,0.0,0.0,6.96,0.4151,30.0,0.0
69,37.04,1.55,0.0,0.0,5.49,0.3616,30.0,0.0
70,35.09,2.13,0.0,0.0,2.95,0.3195,30.0,0.0
71,35.09,2.78,0.0,0.0,2.31,0.2968,30.0,0.0
72,35.13,2.0,0.0,0.0,3.13,0.2791,30.0,0.0
73,35.13,2.79,0.0,0.0,2.34,0.2551,30.0,0.0
74,35.13,0.63,0.0,0.0,4.5,0.2371,30.0,0.0
75,35.13,2.29,0.0,0.0,2.84,0.2026,30.0,0.0
76,35.13,1.81,0.0,0.0,3.32,0.1808,30.0,0.0
77,35.13,1.49,0.0,0.0,3.64,0.1553,30.0,0.0
78,35.13,1.56,0.0,0.0,3.57,0.1274,30.0,0.0
79,37.08,0.38,7.4,0.0,0.0,0.1,29.3,0.0
80,38.96,1.15,17.4,0.0,0.0,0.1,20.4,0.0
81,40.68,1.34,23.88,0.0,0.0,0.1,15.46,0.0
82,42.2,1.82,30.14,0.0,0.0,0.1,10.24,0.0
83,43.44,0.76,34.31,2.09,0.0,0.1,10.46,0.0
84,44.37,0.6,33.94,20.17,0.0,0.1145,30.0,0.0
85,44.94,0.77,32.94,18.77,0.0,0.2542,30.0,0.0
86,45.13,1.54,30.74,17.15,0.0,0.3843,30.0,0.0
87,44.94,1.32,25.85,12.23,0.0,0.503,30.0,0.0
88,44.37,0.99,17.45,4.07,0.0,0.5878,30.0,0.0
89,43.44,1.64,8.3,0.0,3.5,0.616,30.0,0.0
90,42.2,1.56,0.0,0.0,10.64,0.5892,30.0,0.0
91,40.68,2.13,0.0,0.0,8.55,0.5075,30.0,0.0
92,38.96,1.41,0.0,0.0,7.54,0.4419,30.0,0.0
93,37.08,1.71,0.0,0.0,5.37,0.384,30.0,0.0
94,35.13,1.75,0.0,0.0,3.38,0.3427,30.0,0.0
95,35.13,1.26,0.0,0.0,3.87,0.3168,30.0,0.0
96,35.17,2.17,0.0,0.0,3.0,0.2871,30.0,0.0
97,35.17,2.13,0.0,0.0,3.04,0.264,30.0,0.0
98,35.17,1.95,0.0,0.0,3.22,0.2407,30.0,0.0
99,35.17,1.75,0.0,0.0,3.42,0.216,30.0,0.0
100,35.17,1.05,0.0,0.0,4.12,0.1898,30.0,0.0
101,35.17,1.43,0.0,0.0,3.74,0.1581,30.0,0.0
102,35.17,1.34,0.0,0.0,3.83,0.1294,30.0,0.0
103,37.12,0.98,9.13,0.0,0.0,0.1,27.02,0.0
104,39.0,1.18,17.42,0.0,0.0,0.1,20.4,0.0
105,40.73,1.36,24.01,0.0,0.0,0.1,15.36,0.0
106,42.24,2.03,29.3,0.0,0.0,0.1,10.92,0.0
107,43.49,1.11,33.86,0.0,0.0,0.1,8.51,0.0
108,44.41,1.14,34.2,19.98,0.0,0.1,29.05,0.0
109,44.98,0.99,34.37,20.38,0.0,0.2384,30.0,0.0
110,45.17,0.11,30.9,15.84,0.0,0.3796,30.0,0.0
111,44.98,1.14,24.94,11.11,0.0,0.4894,30.0,0.0
112,44.41,1.29,17.88,4.76,0.0,0.5663,30.0,0.0
113,43.49,2.63,7.01,0.0,3.85,0.5993,30.0,0.0
114,42.24,1.42,0.0,0.0,10.83,0.5697,30.0,0.0
115,40.73,1.8,0.0,0.0,8.93,0.4866,30.0,0.0
116,39.0,1.75,0.0,0.0,7.25,0.418,30.0,0.0
117,37.12,1.28,0.0,0.0,5.84,0.3624,30.0,0.0
118,35.17,2.53,0.0,0.0,2.64,0.3175,30.0,0.0
119,35.17,2.38,0.0,0.0,2.79,0.2972,30.0,0.0
120,35.21,2.42,0.0,0.0,2.8,0.2758,30.0,0.0
121,35.21,1.54,0.0,0.0,3.67,0.2543,30.0,0.0
122,35.21,2.66,0.0,0.0,2.56,0.2261,30.0,0.0
123,35.21,1.16,0.0,0.0,4.05,0.2065,30.0,0.0
124,35.21,2.06,0.0,0.0,3.15,0.1754,30.0,0.0
125,35.21,2.75,0.0,0.0,2.47,0.1512,30.0,0.0
126,35.21,1.01,0.0,0.0,4.2,0.1323,30.0,0.0
127,37.17,1.1,7.83,0.0,0.0,0.1,28.24,0.0
128,39.04,1.31,15.98,0.0,0.0,0.1,21.75,0.0
129,40.77,0.9,24.86,0.0,0.0,0.1,15.01,0.0
130,42.29,0.29,29.7,0.0,0.0,0.1,12.3,0.0
131,43.53,1.06,35.11,3.14,0.0,0.1,10.5,0.0
132,44.45,0.47,35.03,21.05,0.0,0.1217,30.0,0.0
133,45.02,1.26,32.97,19.21,0.0,0.2675,30.0,0.0
134,45.21,0.61,28.93,14.33,0.0,0.4006,30.0,0.0
135,45.02,1.94,25.82,12.73,0.0,0.4999,30.0,0.0
136,44.45,0.86,17.13,3.54,0.0,0.5881,30.0,0.0
137,43.53,1.22,8.92,0.0,3.39,0.6126,30.0,0.0
138,42.29,1.92,0.0,0.0,10.36,0.5865,30.0,0.0
139,40.77,1.02,0.0,0.0,9.75,0.507,30.0,0.0
140,39.04,1.88,0.0,0.0,7.16,0.4322,30.0,0.0
141,37.17,2.53,0.0,0.0,4.64,0.3772,30.0,0.0
142,35.21,1.14,0.0,0.0,4.08,0.3416,30.0,0.0
143,35.21,2.09,0.0,0.0,3.12,0.3103,30.0,0.0
144,35.26,2.15,0.0,0.0,3.11,0.2864,30.0,0.0
145,35.26,2.39,0.0,0.0,2.86,0.2625,30.0,0.0
146,35.26,1.32,0.0,0.0,3.93,0.2405,30.0,0.0
147,35.26,1.2,0.0,0.0,4.06,0.2103,30.0,0.0
148,35.26,2.03,0.0,0.0,3.23,0.1792,30.0,0.0
149,35.26,1.79,0.0,0.0,3.47,0.1544,30.0,0.0
150,35.26,1.64,0.0,0.0,3.62,0.1278,30.0,0.0
151,37.21,1.56,7.19,0.0,0.0,0.1,28.47,0.0
152,39.08,0.92,17.59,0.0,0.0,0.1,20.58,0.0
153,40.81,1.27,25.17,0.0,0.0,0.1,14.37,0.0
154,42.33,1.22,29.95,0.0,0.0,0.1,11.16,0.0
155,43.57,0.66,35.31,3.07,0.0,0.1,10.66,0.0
156,44.5,1.95,34.89,22.35,0.0,0.1213,30.0,0.0
157,45.07,1.26,32.96,19.16,0.0,0.2761,30.0,0.0
158,45.26,0.47,29.85,15.07,0.0,0.4088,30.0,0.0
159,45.07,1.49,24.76,11.19,0.0,0.5132,30.0,0.0
160,44.5,0.77,17.13,3.4,0.0,0.5907,30.0,0.0
161,43.57,1.78,7.23,0.0,4.56,0.6142,30.0,0.0
162,42.33,2.1,0.0,0.0,10.23,0.5792,30.0,0.0
163,40.81,1.23,0.0,0.0,9.59,0.5007,30.0,0.0
164,39.08,2.25,0.0,0.0,6.83,0.4271,30.0,0.0
165,37.21,2.08,0.0,0.0,5.13,0.3746,30.0,0.0
166,35.26,2.36,0.0,0.0,2.89,0.3352,30.0,0.0
167,35.26,2.96,0.0,0.0,2.3,0.313,30.0,0.0
168,35.3,1.89,0.0,0.0,3.41,0.2954,30.0,0.0
169,35.3,1.62,0.0,0.0,3.68,0.2692,30.0,0.0
170,35.3,1.5,0.0,0.0,3.8,0.2409,30.0,0.0
171,35.3,1.46,0.0,0.0,3.84,0.2117,30.0,0.0
172,35.3,1.72,0.0,0.0,3.58,0.1822,30.0,0.0
173,35.3,1.81,0.0,0.0,3.49,0.1548,30.0,0.0
174,35.3,1.65,0.0,0.0,3.65,0.128,30.0,0.0
175,37.25,1.8,9.18,0.0,0.0,0.1,26.27,0.0
176,39.13,1.26,18.24,0.0,0.0,0.1,19.62,0.0
177,40.86,1.89,25.72,0.0,0.0,0.1,13.24,0.0
178,42.37,0.94,30.81,0.0,0.0,0.1,10.62,0.0
179,43.62,2.4,34.43,4.69,0.0,0.1,11.48,0.0
180,44.54,1.32,35.27,22.05,0.0,0.1325,30.0,0.0
181,45.11,0.59,35.34,20.82,0.0,0.2852,30.0,0.0
182,45.3,0.53,31.41,16.64,0.0,0.4295,30.0,0.0
183,45.11,1.4,23.68,9.97,0.0,0.5448,30.0,0.0
184,44.54,1.15,17.07,3.67,0.0,0.6139,30.0,0.0
185,43.62,1.74,7.12,0.0,4.75,0.6393,30.0,0.0
186,42.37,1.75,0.0,0.0,10.62,0.6028,30.0,0.0
187,40.86,1.6,0.0,0.0,9.25,0.5213,30.0,0.0
188,39.13,1.34,0.0,0.0,7.79,0.4503,30.0,0.0
189,37.25,1.1,0.0,0.0,6.15,0.3905,30.0,0.0
190,35.3,1.72,0.0,0.0,3.58,0.3433,30.0,0.0
191,35.3,2.43,0.0,0.0,2.87,0.3158,30.0,0.0
192,35.34,2.12,0.0,0.0,3.22,0.2938,30.0,0.0
193,35.34,1.37,0.0,0.0,3.97,0.269,30.0,0.0
194,35.34,2.03,0.0,0.0,3.31,0.2385,30.0,0.0
195,35.34,2.06,0.0,0.0,3.28,0.2131,30.0,0.0
