Hour,Load,P_WT,P_PV,P_ST_Charge,P_ST_Discharge,SOC,P_Grid_Buy,P_Grid_Sell
0,35.0,2.09,0.0,0.0,0.18,0.5,32.73,0.0
1,35.0,1.78,0.0,0.0,0.49,0.498,32.73,0.0
2,35.0,2.1,0.0,0.0,0.17,0.4923,32.73,0.0
3,35.0,2.27,0.0,0.0,0.0,0.4904,32.73,0.0
4,35.0,1.52,0.0,0.0,0.75,0.4904,32.73,0.0
5,35.0,1.41,0.0,0.0,0.86,0.4817,32.73,0.0
6,35.0,2.13,0.0,0.0,0.14,0.4718,32.73,0.0
7,36.95,1.63,6.0,3.42,0.0,0.4702,32.73,0.0
8,38.83,0.94,5.15,0.0,0.0,0.5057,32.73,0.0
9,40.56,0.0,20.04,12.22,0.0,0.5057,32.73,0.0
10,42.07,0.78,24.88,2.43,0.0,0.6328,18.85,0.0
11,43.31,0.73,26.9,0.0,48.42,0.6581,0.0,32.73
12,44.24,1.04,28.63,18.16,0.0,0.1,32.73,0.0
13,44.81,0.06,25.94,13.92,0.0,0.2889,32.73,0.0
14,45.0,0.19,24.75,12.67,0.0,0.4337,32.73,0.0
15,44.81,0.0,19.19,7.11,0.0,0.5655,32.73,0.0
16,44.24,0.69,14.4,3.59,0.0,0.6395,32.73,0.0
17,43.31,1.42,7.26,0.0,1.91,0.6769,32.73,0.0
18,42.07,0.97,0.0,0.0,8.37,0.6549,32.73,0.0
19,40.56,0.86,0.0,0.0,6.97,0.5584,32.73,0.0
20,38.83,2.31,0.0,0.0,3.79,0.4781,32.73,0.0
21,36.95,1.62,0.0,0.0,2.6,0.4345,32.73,0.0
22,35.0,1.83,0.0,0.0,0.44,0.4045,32.73,0.0
23,35.0,1.18,0.0,0.0,1.09,0.3994,32.73,0.0
24,35.04,1.61,0.0,0.0,0.71,0.3869,32.73,0.0
25,35.04,0.0,0.0,0.0,2.31,0.3788,32.73,0.0
26,35.04,1.26,0.0,0.0,1.05,0.3521,32.73,0.0
27,35.04,1.9,0.0,0.0,0.41,0.34,32.73,0.0
28,35.04,1.35,0.0,0.0,0.96,0.3353,32.73,0.0
29,35.04,1.38,0.0,0.0,0.93,0.3241,32.73,0.0
30,35.04,1.12,0.0,0.0,1.2,0.3134,32.73,0.0
31,36.99,2.14,6.63,4.5,0.0,0.2996,32.73,0.0
32,38.87,1.16,4.98,0.0,0.0,0.3465,32.73,0.0
33,40.6,0.57,19.81,12.52,0.0,0.3465,32.73,0.0
34,42.11,1.38,24.71,16.7,0.0,0.4767,32.73,0.0
35,43.36,0.38,27.96,0.0,47.75,0.6505,0.0,32.73
36,44.28,1.03,28.69,18.17,0.0,0.1,32.73,0.0
37,44.85,0.03,26.53,14.44,0.0,0.289,32.73,0.0
38,45.04,0.37,23.43,11.5,0.0,0.4393,32.73,0.0
39,44.85,1.16,19.79,8.83,0.0,0.5589,32.73,0.0
40,44.28,1.51,13.34,3.29,0.0,0.6507,32.73,0.0
41,43.36,1.35,7.41,0.0,1.86,0.685,32.73,0.0
42,42.11,1.34,0.0,0.0,8.04,0.6635,32.73,0.0
43,40.6,1.38,0.0,0.0,6.49,0.5708,32.73,0.0
44,38.87,0.94,0.0,0.0,5.2,0.496,32.73,0.0
45,36.99,1.39,0.0,0.0,2.87,0.4361,32.73,0.0
46,35.04,1.58,0.0,0.0,0.73,0.4029,32.73,0.0
47,35.04,2.31,0.0,0.0,0.0,0.3945,32.73,0.0
48,35.09,2.02,0.0,0.0,0.34,0.3945,32.73,0.0
49,35.09,1.02,0.0,0.0,1.33,0.3907,32.73,0.0
50,35.09,1.95,0.0,0.0,0.41,0.3753,32.73,0.0
51,35.09,1.54,0.0,0.0,0.81,0.3706,32.73,0.0
52,35.09,1.31,0.0,0.0,1.04,0.3613,32.73,0.0
53,35.09,1.8,0.0,0.0,0.56,0.3493,32.73,0.0
54,35.09,1.87,0.0,0.0,0.48,0.3429,32.73,0.0
55,37.04,1.71,6.96,4.36,0.0,0.3373,32.73,0.0
56,38.91,0.77,13.86,3.74,0.0,0.3827,28.02,0.0
57,40.64,0.92,19.38,12.39,0.0,0.4216,32.73,0.0
58,42.16,1.15,23.63,15.35,0.0,0.5505,32.73,0.0
59,43.4,1.4,27.51,18.24,0.0,0.7103,32.73,0.0
60,44.32,0.71,28.13,0.0,48.22,0.9,0.0,32.73
61,44.89,0.86,27.32,16.02,0.0,0.3442,32.73,0.0
62,45.09,0.48,24.25,12.37,0.0,0.5108,32.73,0.0
63,44.89,0.51,19.4,7.74,0.0,0.6395,32.73,0.0
64,44.32,1.54,12.82,2.76,0.0,0.7201,32.73,0.0
65,43.4,1.91,7.5,0.0,1.26,0.7488,32.73,0.0
66,42.16,1.36,0.0,0.0,8.06,0.7343,32.73,0.0
67,40.64,1.98,0.0,0.0,5.93,0.6413,32.73,0.0
68,38.91,1.8,0.0,0.0,4.39,0.5729,32.73,0.0
69,37.04,1.42,0.0,0.0,2.88,0.5224,32.73,0.0
70,35.09,1.97,0.0,0.0,0.39,0.4892,32.73,0.0
71,35.09,2.36,0.0,0.0,0.0,0.4847,32.73,0.0
72,35.13,1.84,0.0,0.0,0.56,0.4847,32.73,0.0
73,35.13,2.4,0.0,0.0,0.0,0.4783,32.73,0.0
74,35.13,0.58,0.0,0.0,1.82,0.4783,32.73,0.0
75,35.13,2.11,0.0,0.0,0.29,0.4573,32.73,0.0
76,35.13,1.67,0.0,0.0,0.73,0.4539,32.73,0.0
77,35.13,1.38,0.0,0.0,1.02,0.4455,32.73,0.0
78,35.13,1.44,0.0,0.0,0.96,0.4337,32.73,0.0
79,37.08,0.35,6.01,2.01,0.0,0.4226,32.73,0.0
80,38.96,0.49,14.12,8.39,0.0,0.4435,32.73,0.0
81,40.68,1.23,19.38,12.66,0.0,0.5308,32.73,0.0
82,42.2,1.68,24.46,0.0,48.79,0.6625,0.0,32.73
83,43.44,0.7,27.82,17.82,0.0,0.1,32.73,0.0
84,44.37,0.55,27.54,16.46,0.0,0.2853,32.73,0.0
85,44.94,0.71,26.73,15.24,0.0,0.4566,32.73,0.0
86,45.13,1.42,24.94,13.96,0.0,0.6151,32.73,0.0
87,44.94,1.22,20.98,9.99,0.0,0.7603,32.73,0.0
88,44.37,0.92,14.16,3.44,0.0,0.8642,32.73,0.0
89,43.44,1.51,6.74,0.0,2.46,0.9,32.73,0.0
90,42.2,1.44,0.0,0.0,8.03,0.8716,32.73,0.0
91,40.68,0.0,0.0,0.0,32.96,0.7791,7.72,0.0
