Hour,Load,P_WT,P_PV,P_ST_Charge,P_ST_Discharge,SOC,P_Grid_Buy,P_Grid_Sell
0,35.0,2.29,0.0,0.0,2.71,0.5,30.0,0.0
1,35.0,1.95,0.0,0.0,19.01,0.4791,14.04,0.0
2,35.0,2.3,0.0,0.0,2.7,0.3327,30.0,0.0
3,35.0,2.66,0.0,0.0,2.34,0.3119,30.0,0.0
4,35.0,1.66,0.0,0.0,3.34,0.2939,30.0,0.0
5,35.0,1.54,0.0,0.0,3.46,0.2682,30.0,0.0
6,35.0,2.33,0.0,0.0,2.67,0.2415,30.0,0.0
7,36.95,1.79,7.55,2.39,0.0,0.221,30.0,0.0
8,38.83,1.03,17.19,0.0,0.0,0.2375,20.6,0.0
9,40.56,1.44,25.2,0.0,0.0,0.2375,13.91,0.0
10,42.07,0.85,31.29,20.07,0.0,0.2375,30.0,0.0
11,43.31,0.8,33.83,0.0,0.0,0.3771,8.69,0.0
12,44.24,1.14,36.0,22.9,0.0,0.3771,30.0,0.0
13,44.81,0.06,35.9,21.15,0.0,0.5363,30.0,0.0
14,45.0,0.21,31.12,16.33,0.0,0.6833,30.0,0.0
15,44.81,0.88,24.13,10.2,0.0,0.7969,30.0,0.0
16,44.24,0.76,18.11,4.63,0.0,0.8678,30.0,0.0
17,43.31,1.56,9.13,0.0,2.63,0.9,30.0,0.0
18,42.07,1.07,0.0,0.0,11.01,0.8797,30.0,0.0
19,40.56,0.94,0.0,0.0,9.62,0.7949,30.0,0.0
20,38.83,2.53,0.0,0.0,6.3,0.7209,30.0,0.0
21,36.95,1.77,0.0,0.0,5.18,0.6723,30.0,0.0
22,35.0,2.0,0.0,0.0,3.0,0.6324,30.0,0.0
23,35.0,1.29,0.0,0.0,3.71,0.6094,30.0,0.0
24,35.04,1.76,0.0,0.0,3.28,0.5808,30.0,0.0
25,35.04,2.08,0.0,0.0,2.97,0.5555,30.0,0.0
26,35.04,1.38,0.0,0.0,3.66,0.5327,30.0,0.0
27,35.04,2.08,0.0,0.0,2.96,0.5045,30.0,0.0
28,35.04,1.48,0.0,0.0,3.57,0.4816,30.0,0.0
29,35.04,1.51,0.0,0.0,3.53,0.4541,30.0,0.0
30,35.04,1.22,0.0,0.0,3.82,0.4269,30.0,0.0
31,36.99,2.34,8.34,3.68,0.0,0.3975,30.0,0.0
32,38.87,1.27,17.37,9.76,0.0,0.4231,30.0,0.0
33,40.6,0.63,24.92,14.95,0.0,0.491,30.0,0.0
34,42.11,1.51,31.07,0.0,0.0,0.5949,9.54,0.0
35,43.36,0.41,35.16,0.0,37.79,0.5949,0.0,30.0
36,44.28,1.12,36.08,22.92,0.0,0.3038,30.0,0.0
37,44.85,0.04,33.36,18.55,0.0,0.4632,30.0,0.0
38,45.04,0.41,29.47,14.83,0.0,0.5921,30.0,0.0
39,44.85,1.27,24.89,11.31,0.0,0.6953,30.0,0.0
40,44.28,1.65,16.77,4.14,0.0,0.7739,30.0,0.0
41,43.36,1.48,9.32,0.0,2.55,0.8026,30.0,0.0
42,42.11,1.47,0.0,0.0,10.65,0.783,30.0,0.0
43,40.6,1.51,0.0,0.0,35.92,0.701,3.18,0.0
44,38.87,1.03,0.0,0.0,7.84,0.4243,30.0,0.0
45,36.99,1.52,0.0,0.0,5.47,0.3639,30.0,0.0
46,35.04,1.73,0.0,0.0,3.31,0.3217,30.0,0.0
47,35.04,2.56,0.0,0.0,2.49,0.2962,30.0,0.0
48,35.09,2.21,0.0,0.0,2.87,0.2771,30.0,0.0
49,35.09,1.12,0.0,0.0,3.96,0.2549,30.0,0.0
50,35.09,2.13,0.0,0.0,2.95,0.2244,30.0,0.0
51,35.09,1.69,0.0,0.0,3.4,0.2016,30.0,0.0
52,35.09,1.44,0.0,0.0,3.65,0.1755,30.0,0.0
53,35.09,1.97,0.0,0.0,3.12,0.1474,30.0,0.0
54,35.09,2.05,0.0,0.0,3.03,0.1234,30.0,0.0
55,37.04,1.87,8.75,3.58,0.0,0.1,30.0,0.0
56,38.91,0.85,17.43,9.36,0.0,0.1249,30.0,0.0
57,40.64,1.01,24.37,14.74,0.0,0.19,30.0,0.0
58,42.16,1.25,29.72,18.82,0.0,0.2925,30.0,0.0
59,43.4,1.53,34.59,0.0,0.0,0.4233,7.28,0.0
60,44.32,0.77,35.37,21.82,0.0,0.4233,30.0,0.0
61,44.89,0.94,34.36,17.28,0.0,0.575,26.88,0.0
