Hour,Load,P_WT,P_PV,P_ST_Charge,P_ST_Discharge,SOC,P_Grid_Buy,P_Grid_Sell
0,35.0,1.93,0.0,0.0,0.0,0.5,33.07,0.0
1,35.0,1.64,0.0,0.0,0.0,0.5,33.36,0.0
2,35.0,1.93,0.0,0.0,0.0,0.5,33.07,0.0
3,35.0,2.24,0.0,0.0,0.0,0.5,32.76,0.0
4,35.0,1.4,0.0,0.0,0.0,0.5,33.6,0.0
5,35.0,1.3,0.0,0.0,0.0,0.5,33.7,0.0
6,35.0,1.96,0.0,9.14,0.0,0.5,42.18,0.0
7,36.95,0.0,1.45,0.0,0.0,0.689,35.51,0.0
8,38.83,0.87,3.29,0.0,0.0,0.689,34.67,0.0
9,40.56,1.21,4.83,0.0,0.0,0.689,34.52,0.0
10,42.07,0.0,5.99,0.0,0.0,0.689,36.08,0.0
11,43.31,0.67,6.48,0.0,0.0,0.689,36.17,0.0
12,44.24,0.96,6.89,0.0,0.0,0.689,36.39,0.0
13,44.81,0.05,6.87,0.0,0.0,0.689,37.88,0.0
14,45.0,0.18,5.96,0.0,0.0,0.689,38.87,0.0
15,44.81,0.74,1.89,0.0,0.0,0.689,42.18,0.0
16,44.24,0.64,3.47,2.04,0.0,0.689,42.18,0.0
17,43.31,1.31,1.75,0.0,27.54,0.7312,12.72,0.0
18,42.07,0.0,0.0,0.0,0.0,0.1,42.07,0.0
19,40.56,0.0,0.0,0.0,0.0,0.1,40.56,0.0
20,38.83,2.13,0.0,0.0,0.0,0.1,36.7,0.0
21,36.95,1.49,0.0,0.0,0.0,0.1,35.46,0.0
22,35.0,1.68,0.0,0.0,0.0,0.1,33.32,0.0
23,35.0,1.09,0.0,0.0,0.0,0.1,33.91,0.0
24,35.04,0.0,0.0,0.0,0.0,0.1,35.04,0.0
25,35.04,1.75,0.0,0.0,0.0,0.1,33.3,0.0
26,35.04,1.16,0.0,0.0,0.0,0.1,33.88,0.0
27,35.04,1.75,0.0,0.0,0.0,0.1,33.3,0.0
28,35.04,1.24,0.0,0.0,0.0,0.1,33.8,0.0
29,35.04,0.0,0.0,0.0,0.0,0.1,35.04,0.0
30,35.04,0.0,0.0,7.13,0.0,0.1,42.18,0.0
31,36.99,1.97,1.6,0.0,0.0,0.2475,33.43,0.0
32,38.87,1.06,3.33,0.0,0.0,0.2475,34.48,0.0
33,40.6,0.53,0.0,0.0,0.0,0.2475,40.07,0.0
34,42.11,0.0,5.95,0.0,0.0,0.2475,36.17,0.0
35,43.36,0.35,0.83,0.0,0.0,0.2475,42.18,0.0
