Hour,Load,P_WT,P_PV,P_ST_Charge,P_ST_Discharge,SOC,P_Grid_Buy,P_Grid_Sell
0,35.0,2.1,0.0,0.0,0.17,0.5,32.72,0.0
1,35.0,0.0,0.0,0.0,2.28,0.498,32.72,0.0
2,35.0,0.38,0.0,0.0,1.9,0.4717,32.72,0.0
3,35.0,2.28,0.0,0.0,0.0,0.4498,32.72,0.0
4,35.0,1.53,0.0,0.0,0.75,0.4498,32.72,0.0
5,35.0,1.41,0.0,0.0,0.86,0.4412,32.72,0.0
6,35.0,2.14,0.0,0.0,0.14,0.4312,32.72,0.0
7,36.95,0.0,6.08,0.0,0.0,0.4296,30.87,0.0
8,38.83,0.95,13.84,8.68,0.0,0.4296,32.72,0.0
9,40.56,1.32,20.29,13.78,0.0,0.5201,32.72,0.0
10,42.07,0.78,25.19,0.0,48.83,0.6636,0.0,32.72
11,43.31,0.73,27.23,17.37,0.0,0.1,32.72,0.0
12,44.24,1.05,28.34,17.88,0.0,0.281,32.72,0.0
13,44.81,0.06,28.9,16.87,0.0,0.4672,32.72,0.0
14,45.0,0.0,25.05,12.77,0.0,0.6429,32.72,0.0
15,44.81,0.81,19.42,8.15,0.0,0.7759,32.72,0.0
16,44.24,0.69,14.58,3.76,0.0,0.8608,32.72,0.0
17,43.31,1.43,7.35,0.0,1.82,0.9,32.72,0.0
18,42.07,0.98,0.0,0.0,8.37,0.879,32.72,0.0
19,40.56,0.86,0.0,0.0,6.97,0.7824,32.72,0.0
20,38.83,2.32,0.0,0.0,3.78,0.702,32.72,0.0
21,36.95,1.63,0.0,0.0,2.6,0.6583,32.72,0.0
22,35.0,1.84,0.0,0.0,0.44,0.6283,32.72,0.0
23,35.0,1.19,0.0,0.0,1.09,0.6233,32.72,0.0
24,35.04,1.61,0.0,0.0,0.7,0.6107,32.72,0.0
25,35.04,1.9,0.0,0.0,0.41,0.6026,32.72,0.0
26,35.04,1.27,0.0,0.0,1.05,0.5978,32.72,0.0
27,35.04,1.91,0.0,0.0,0.41,0.5857,32.72,0.0
28,35.04,1.35,0.0,0.0,0.96,0.5809,32.72,0.0
29,35.04,1.39,0.0,0.0,0.93,0.5698,32.72,0.0
30,35.04,1.12,0.0,0.0,1.2,0.559,32.72,0.0
31,36.99,2.15,6.71,4.59,0.0,0.5452,32.72,0.0
32,38.87,1.16,4.98,0.0,0.0,0.593,32.72,0.0
33,40.6,0.0,20.06,12.18,0.0,0.593,32.72,0.0
34,42.11,1.38,25.01,17.0,0.0,0.7199,32.72,0.0
35,43.36,0.38,28.3,0.0,47.4,0.897,0.0,32.72
36,44.28,1.03,29.04,18.52,0.0,0.3499,32.72,0.0
37,44.85,0.03,26.85,0.0,0.0,0.5427,17.96,0.0
38,45.04,0.38,23.72,11.78,0.0,0.5427,32.72,0.0
39,44.85,1.16,20.04,0.0,0.0,0.6654,23.65,0.0
40,44.28,1.51,13.5,3.45,0.0,0.6654,32.72,0.0
41,43.36,1.36,7.5,0.0,1.77,0.7014,32.72,0.0
42,42.11,0.0,0.0,0.0,30.08,0.681,12.03,0.0
43,40.6,1.38,0.0,0.0,6.49,0.3337,32.72,0.0
44,38.87,0.94,0.0,0.0,5.2,0.2588,32.72,0.0
45,36.99,1.4,0.0,0.0,2.87,0.1988,32.72,0.0
46,35.04,1.59,0.0,0.0,0.73,0.1656,32.72,0.0
